epoch,step,train_loss,val_loss
0,49,4.402783718299979,
0,99,2.9673601668812815,
0,149,2.5938698021611115,
0,199,2.114893999520829,
0,249,1.9219434366150767,
0,299,1.8604750096902762,
0,349,1.7344303168863358,
0,375,,3.5828082063320665
1,399,1.7173307663508597,
1,449,1.766434935337418,
1,499,1.6715093950040008,
1,549,1.7125231844027664,
1,599,1.6361449422318692,
1,649,1.7991759192441177,
1,699,1.7372577387471826,
1,749,1.869079653707737,
1,751,,3.0357276173026975
2,799,1.5028478999914814,
2,849,1.7227497908933522,
2,899,1.6640365809714983,
2,949,1.6205346709312525,
2,999,1.6337195790115182,
2,1049,1.7155834074277228,
2,1099,1.9320970014645138,
2,1127,,2.841527392497698
3,1149,1.7440935509397733,
3,1199,1.6327856647798529,
3,1249,1.8553306858476564,
3,1299,1.592935118020515,
3,1349,1.5847567694201683,
3,1399,1.920302520842432,
3,1449,1.640032666602392,
3,1499,1.5115893929429465,
3,1503,,2.6934049516918015
4,1549,1.6585812386020076,
4,1599,1.5349631989442423,
4,1649,1.7435305015635425,
4,1699,1.5106350997113114,
4,1749,1.8401260033968116,
4,1799,1.7434426960006875,
4,1849,1.4757429970090556,
4,1879,,3.1492927949851754
5,1899,1.7073491451845655,
5,1949,1.6647629092887721,
5,1999,1.8464243721207185,
5,2049,1.5991062479121494,
5,2099,1.619810292252319,
5,2149,1.7265111502004213,
5,2199,1.6472240419434858,
5,2249,1.5785297872370236,
5,2255,,3.0558231634530766
6,2299,1.4887499653309217,
6,2349,1.613004367198843,
6,2399,1.6159369305006817,
6,2449,1.8716722904550462,
6,2499,1.7156515295326527,
6,2549,1.6670390407890516,
6,2599,1.5803244982895297,
6,2631,,3.035843191973429
7,2649,1.7497976018987083,
7,2699,1.56352742595932,
7,2749,1.8552261386699922,
7,2799,1.4216653047248955,
7,2849,1.5554092773345762,
7,2899,1.5860617038619538,
7,2949,1.4524303378026069,
7,2999,1.6988088143474447,
7,3007,,3.229788290892831
8,3049,1.7909519413653285,
8,3099,1.590660486113972,
8,3149,1.6066513962183833,
8,3199,1.6778432762830335,
8,3249,1.5905469898556692,
8,3299,1.5700181144665342,
8,3349,1.7102764498276253,
8,3383,,3.225134494031292
