Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh1.csv,OT,deepAR,96,384,1052044279,737.92,22,9.458,2.6564,31.1804,58.95
ETTh1.csv,OT,nbeats,96,384,1052044279,42.97,7,5.3497,1.947,26.3215,48.42
ETTh1.csv,OT,tsmixer,96,384,1052044279,89.18,8,3.5143,1.4431,16.2086,53.68
ETTh1.csv,OT,tft,96,384,1052044279,281.85,9,13.0727,2.933,38.7038,47.37
ETTh1.csv,OT,dlinear,96,384,1052044279,31.82,13,14.7459,3.2717,36.1482,65.26
