Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh1.csv,OT,deepAR,192,768,435356860,1181.37,17,7.9225,2.3631,36.9308,51.83
ETTh1.csv,OT,nbeats,192,768,435356860,57.92,9,9.5111,2.531,54.8581,46.6
ETTh1.csv,OT,tsmixer,192,768,435356860,83.26,8,21.4881,3.5928,89.4533,47.12
ETTh1.csv,OT,tft,192,768,435356860,1068.13,19,18.5731,3.3648,70.7377,46.07
ETTh1.csv,OT,dlinear,192,768,435356860,31.78,13,12.3596,2.9611,43.135,53.4
