Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh2.csv,OT,deepAR,96,384,381163290,870.8,27,269.8739,13.8973,79.3717,69.47
ETTh2.csv,OT,nbeats,96,384,381163290,150.53,13,74.4481,6.869,25.4537,60.0
ETTh2.csv,OT,tsmixer,96,384,381163290,86.02,17,74.7572,7.4303,41.1035,62.11
ETTh2.csv,OT,tft,96,384,381163290,1056.56,17,105.3154,8.4566,36.944,42.11
ETTh2.csv,OT,dlinear,96,384,381163290,67.8,17,76.6887,7.3018,27.5067,95.79
