epoch,step,train_loss,val_loss
0,49,4.5598042043504385,
0,99,3.8176993817870426,
0,149,2.8291960342531,
0,199,2.537830082568031,
0,249,2.104729938320662,
0,299,2.101282065836956,
0,349,1.9829427685542353,
0,372,,5.4127937733490255
1,399,2.1831020708457736,
1,449,2.1839085985541473,
1,499,2.1028829362908206,
1,549,2.0820288361926123,
1,599,2.0426424439800415,
1,649,2.0678706603917076,
1,699,1.8687705928366871,
1,745,,5.505074764166126
2,749,1.9882842492778758,
2,799,2.1138171662275367,
2,849,1.9979507825101672,
2,899,2.00730572257725,
2,949,2.1317360017267295,
2,999,2.047778932373375,
2,1049,1.795824923385613,
2,1099,1.9905170999904878,
2,1118,,5.369303721722972
3,1149,2.1516439075312856,
3,1199,1.9163753414064488,
3,1249,1.7946539640609203,
3,1299,1.8624233121518607,
3,1349,1.9843687002325672,
3,1399,1.9300986894538168,
3,1449,1.918015584704759,
3,1491,,6.305108300315045
4,1499,1.9263122274113123,
4,1549,2.0436271503164,
4,1599,1.989404153563693,
4,1649,1.966443223787387,
4,1699,1.8433228904121677,
4,1749,1.9425211732108203,
4,1799,2.009072919163586,
4,1849,1.8130629859346943,
4,1864,,7.122206852233051
5,1899,2.0920452679836523,
5,1949,1.9380936460529736,
5,1999,1.970853065854791,
5,2049,1.9973951461364803,
5,2099,1.9667473086957978,
5,2149,2.0145350310400856,
5,2199,2.0491631907705314,
5,2237,,6.798480800264673
6,2249,1.8390451632967955,
6,2299,1.9276941366386764,
6,2349,1.996176044880808,
6,2399,1.876505857027873,
6,2449,1.805755219820945,
6,2499,1.9284865454806486,
6,2549,1.8760268499454047,
6,2599,1.9331794141908774,
6,2610,,6.661325281253805
7,2649,1.865250909276654,
7,2699,1.9379957376832793,
7,2749,1.926044608402894,
7,2799,1.9377761083477427,
7,2849,2.0199633557710213,
7,2899,1.8907665029694478,
7,2949,1.7522404289043778,
7,2983,,7.675745384778195
