Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh2.csv,OT,deepAR,96,384,1959098941,1041.55,32,330.3549,16.3433,89.361,74.74
ETTh2.csv,OT,nbeats,96,384,1959098941,112.0,10,46.9454,5.5158,20.785,68.42
ETTh2.csv,OT,tsmixer,96,384,1959098941,71.03,13,98.2069,8.5689,47.5883,64.21
ETTh2.csv,OT,tft,96,384,1959098941,504.52,8,91.8208,7.8129,42.5435,47.37
ETTh2.csv,OT,dlinear,96,384,1959098941,88.08,24,76.1425,7.2865,27.4989,94.74
