Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
SPY.csv,Close,deepAR,24,72,24,17,1985651307,80.51,11,30188.0132,167.7173,28.1047,49.39
SPY.csv,Close,nbeats,24,72,24,17,1985651307,30.28,28,4756.1172,59.8865,9.9353,48.65
SPY.csv,Close,tsmixer,24,72,24,17,1985651307,39.02,78,378.4212,14.3321,2.4912,49.39
SPY.csv,Close,tft,24,72,24,17,1985651307,39.46,19,28567.3191,160.0263,26.7174,50.37
SPY.csv,Close,dlinear,24,72,24,17,1985651307,6.33,10,425.8045,15.9016,2.7527,48.4
