Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
TSLA.csv,Close,deepAR,96,288,96,4,1611431108,412.98,18,19807.4762,109.5068,33.2469,45.69
TSLA.csv,Close,nbeats,96,288,96,4,1611431108,34.07,22,8364.2267,77.0486,28.0369,46.21
TSLA.csv,Close,tsmixer,96,288,96,4,1611431108,10.25,15,7011.2309,63.0449,19.3251,51.17
TSLA.csv,Close,tft,96,288,96,4,1611431108,51.96,7,8469.4071,75.6704,27.2094,51.17
TSLA.csv,Close,dlinear,96,288,96,4,1611431108,6.4,8,11593.1185,75.6325,24.2191,53.0
