Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
tsmixer,SPY.csv,Close,48,144,48,1669297966,0,2024-05-06T01:00:00+00:00,2024-05-08T00:00:00+00:00,506.562,18.8975,3.5354,57.45
tsmixer,SPY.csv,Close,48,144,48,1669297966,1,2024-07-16T01:00:00+00:00,2024-07-18T00:00:00+00:00,322.1783,13.7144,2.5949,48.94
tsmixer,SPY.csv,Close,48,144,48,1669297966,2,2024-09-23T01:00:00+00:00,2024-09-25T00:00:00+00:00,222.3986,11.7489,2.025,51.06
tsmixer,SPY.csv,Close,48,144,48,1669297966,3,2024-11-29T01:00:00+00:00,2024-12-01T00:00:00+00:00,68.5285,6.3164,1.0819,46.81
tsmixer,SPY.csv,Close,48,144,48,1669297966,4,2025-02-11T01:00:00+00:00,2025-02-13T00:00:00+00:00,2429.8787,40.9552,7.6384,59.57
tsmixer,SPY.csv,Close,48,144,48,1669297966,5,2025-04-22T01:00:00+00:00,2025-04-24T00:00:00+00:00,3929.7709,59.7614,10.211,70.21
tsmixer,SPY.csv,Close,48,144,48,1669297966,6,2025-07-01T01:00:00+00:00,2025-07-03T00:00:00+00:00,306.7865,15.3946,2.4255,48.94
tsmixer,SPY.csv,Close,48,144,48,1669297966,7,2025-09-09T01:00:00+00:00,2025-09-11T00:00:00+00:00,489.9877,20.2531,3.0266,59.57
