Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
SPY.csv,Close,deepAR,48,144,48,8,1669297966,122.5,11,32850.2719,173.594,29.333,53.0
SPY.csv,Close,nbeats,48,144,48,8,1669297966,16.17,11,12211.9198,91.7735,15.4534,50.65
SPY.csv,Close,tsmixer,48,144,48,8,1669297966,27.51,41,1034.5114,23.3802,4.0674,55.35
SPY.csv,Close,tft,48,144,48,8,1669297966,40.06,11,34722.2163,177.2247,30.0016,51.7
SPY.csv,Close,dlinear,48,144,48,8,1669297966,5.77,8,984.113,22.5381,3.9592,52.48
