Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
dlinear,SPY.csv,Close,48,144,48,1669297966,0,2024-05-07T00:00:00,2024-07-11T00:00:00,230.876,13.1925,2.4946,57.45
dlinear,SPY.csv,Close,48,144,48,1669297966,1,2024-07-17T00:00:00,2024-09-20T00:00:00,441.2662,17.0422,3.2011,53.19
dlinear,SPY.csv,Close,48,144,48,1669297966,2,2024-09-24T00:00:00,2024-11-28T00:00:00,123.9916,8.7562,1.5316,53.19
dlinear,SPY.csv,Close,48,144,48,1669297966,3,2024-12-02T00:00:00,2025-02-05T00:00:00,417.4532,17.3204,2.94,42.55
dlinear,SPY.csv,Close,48,144,48,1669297966,4,2025-02-12T00:00:00,2025-04-18T00:00:00,4417.4228,54.0947,10.0921,51.06
dlinear,SPY.csv,Close,48,144,48,1669297966,5,2025-04-23T00:00:00,2025-06-27T00:00:00,1397.1118,34.4033,5.896,48.94
dlinear,SPY.csv,Close,48,144,48,1669297966,6,2025-07-02T00:00:00,2025-09-05T00:00:00,620.5368,22.4929,3.5643,51.06
dlinear,SPY.csv,Close,48,144,48,1669297966,7,2025-09-10T00:00:00,2025-11-14T00:00:00,224.2457,13.0025,1.9537,61.7
