Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
tft,JPM.csv,Close,24,72,24,1563658899,0,2024-05-07T00:00:00,2024-06-07T00:00:00,2467.73,49.2546,25.7814,52.17
tft,JPM.csv,Close,24,72,24,1563658899,1,2024-06-11T00:00:00,2024-07-12T00:00:00,2780.1919,52.0929,26.8157,47.83
tft,JPM.csv,Close,24,72,24,1563658899,2,2024-07-17T00:00:00,2024-08-19T00:00:00,3591.7988,59.3755,29.4819,47.83
tft,JPM.csv,Close,24,72,24,1563658899,3,2024-08-20T00:00:00,2024-09-20T00:00:00,4276.6518,64.8646,31.3594,65.22
tft,JPM.csv,Close,24,72,24,1563658899,4,2024-09-24T00:00:00,2024-10-25T00:00:00,4673.0211,67.8498,32.3514,60.87
tft,JPM.csv,Close,24,72,24,1563658899,5,2024-10-28T00:00:00,2024-11-28T00:00:00,8092.0511,89.2204,38.5516,65.22
tft,JPM.csv,Close,24,72,24,1563658899,6,2024-12-02T00:00:00,2025-01-02T00:00:00,8605.1692,92.5426,39.5533,47.83
tft,JPM.csv,Close,24,72,24,1563658899,7,2025-01-07T00:00:00,2025-02-07T00:00:00,13121.3585,113.8857,44.54,60.87
tft,JPM.csv,Close,24,72,24,1563658899,8,2025-02-12T00:00:00,2025-03-17T00:00:00,11572.1753,106.1312,42.6548,43.48
tft,JPM.csv,Close,24,72,24,1563658899,9,2025-03-19T00:00:00,2025-04-21T00:00:00,8143.4466,89.3694,38.6225,39.13
tft,JPM.csv,Close,24,72,24,1563658899,10,2025-04-23T00:00:00,2025-05-26T00:00:00,11986.2829,109.0328,43.52,69.57
tft,JPM.csv,Close,24,72,24,1563658899,11,2025-05-28T00:00:00,2025-06-30T00:00:00,16016.7355,126.1336,47.1304,60.87
tft,JPM.csv,Close,24,72,24,1563658899,12,2025-07-02T00:00:00,2025-08-04T00:00:00,21503.5798,146.5271,50.9489,73.91
tft,JPM.csv,Close,24,72,24,1563658899,13,2025-08-06T00:00:00,2025-09-08T00:00:00,22387.316,149.4702,51.4659,30.43
tft,JPM.csv,Close,24,72,24,1563658899,14,2025-09-10T00:00:00,2025-10-13T00:00:00,27225.6354,164.8401,53.9159,47.83
tft,JPM.csv,Close,24,72,24,1563658899,15,2025-10-14T00:00:00,2025-11-14T00:00:00,26553.4321,162.7569,53.6262,60.87
tft,JPM.csv,Close,24,72,24,1563658899,16,2025-11-17T00:00:00,2025-12-18T00:00:00,27539.9729,165.696,54.0554,43.48
