Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
deepAR,ETTm2.csv,OT,192,96,24,1918282590,0,2018-03-09T23:00:00+00:00,2018-03-11T22:45:00+00:00,79.3131,6.7414,43.5345,39.79
deepAR,ETTm2.csv,OT,192,96,24,1918282590,1,2018-03-10T05:00:00+00:00,2018-03-12T04:45:00+00:00,54.1803,6.0089,33.7186,45.03
deepAR,ETTm2.csv,OT,192,96,24,1918282590,2,2018-03-10T11:00:00+00:00,2018-03-12T10:45:00+00:00,77.9762,7.2872,37.8966,34.55
deepAR,ETTm2.csv,OT,192,96,24,1918282590,3,2018-03-10T17:00:00+00:00,2018-03-12T16:45:00+00:00,90.9116,8.0592,41.9851,39.79
deepAR,ETTm2.csv,OT,192,96,24,1918282590,4,2018-03-10T23:00:00+00:00,2018-03-12T22:45:00+00:00,64.6258,6.3081,32.6371,35.08
deepAR,ETTm2.csv,OT,192,96,24,1918282590,5,2018-03-11T05:00:00+00:00,2018-03-13T04:45:00+00:00,25.2989,4.3196,18.3623,51.31
deepAR,ETTm2.csv,OT,192,96,24,1918282590,6,2018-03-11T11:00:00+00:00,2018-03-13T10:45:00+00:00,140.1467,9.6816,37.376,38.74
deepAR,ETTm2.csv,OT,192,96,24,1918282590,7,2018-03-11T17:00:00+00:00,2018-03-13T16:45:00+00:00,181.5315,11.3726,41.5675,47.64
deepAR,ETTm2.csv,OT,192,96,24,1918282590,8,2018-03-11T23:00:00+00:00,2018-03-13T22:45:00+00:00,273.6947,14.4475,50.8374,38.74
deepAR,ETTm2.csv,OT,192,96,24,1918282590,9,2018-03-12T05:00:00+00:00,2018-03-14T04:45:00+00:00,324.6353,16.5068,58.4801,38.22
deepAR,ETTm2.csv,OT,192,96,24,1918282590,10,2018-03-12T11:00:00+00:00,2018-03-14T10:45:00+00:00,137.9858,9.7065,34.3042,45.55
deepAR,ETTm2.csv,OT,192,96,24,1918282590,11,2018-03-12T17:00:00+00:00,2018-03-14T16:45:00+00:00,32.972,4.6999,17.1818,40.31
deepAR,ETTm2.csv,OT,192,96,24,1918282590,12,2018-03-12T23:00:00+00:00,2018-03-14T22:45:00+00:00,201.4379,12.5367,44.9253,32.98
deepAR,ETTm2.csv,OT,192,96,24,1918282590,13,2018-03-13T05:00:00+00:00,2018-03-15T04:45:00+00:00,255.094,14.7276,52.833,29.84
deepAR,ETTm2.csv,OT,192,96,24,1918282590,14,2018-03-13T11:00:00+00:00,2018-03-15T10:45:00+00:00,7.4158,2.279,8.0127,37.17
deepAR,ETTm2.csv,OT,192,96,24,1918282590,15,2018-03-13T17:00:00+00:00,2018-03-15T16:45:00+00:00,14.7372,3.3772,12.7558,32.46
deepAR,ETTm2.csv,OT,192,96,24,1918282590,16,2018-03-13T23:00:00+00:00,2018-03-15T22:45:00+00:00,14.1004,2.6927,10.1986,29.32
deepAR,ETTm2.csv,OT,192,96,24,1918282590,17,2018-03-14T05:00:00+00:00,2018-03-16T04:45:00+00:00,48.2355,6.0145,24.9665,34.03
deepAR,ETTm2.csv,OT,192,96,24,1918282590,18,2018-03-14T11:00:00+00:00,2018-03-16T10:45:00+00:00,26.8211,3.9845,22.6547,31.41
deepAR,ETTm2.csv,OT,192,96,24,1918282590,19,2018-03-14T17:00:00+00:00,2018-03-16T16:45:00+00:00,45.2591,5.423,35.0154,28.27
deepAR,ETTm2.csv,OT,192,96,24,1918282590,20,2018-03-14T23:00:00+00:00,2018-03-16T22:45:00+00:00,28.7051,4.331,26.0953,30.89
deepAR,ETTm2.csv,OT,192,96,24,1918282590,21,2018-03-15T05:00:00+00:00,2018-03-17T04:45:00+00:00,28.0652,4.6225,29.3907,31.94
deepAR,ETTm2.csv,OT,192,96,24,1918282590,22,2018-03-15T11:00:00+00:00,2018-03-17T10:45:00+00:00,91.2433,9.0027,66.0605,39.27
deepAR,ETTm2.csv,OT,192,96,24,1918282590,23,2018-03-15T17:00:00+00:00,2018-03-17T16:45:00+00:00,141.2394,11.2243,83.4877,37.17
deepAR,ETTm2.csv,OT,192,96,24,1918282590,24,2018-03-15T23:00:00+00:00,2018-03-17T22:45:00+00:00,13.5904,2.8339,20.1958,30.37
deepAR,ETTm2.csv,OT,192,96,24,1918282590,25,2018-03-16T05:00:00+00:00,2018-03-18T04:45:00+00:00,16.6349,3.2181,22.6492,32.46
deepAR,ETTm2.csv,OT,192,96,24,1918282590,26,2018-03-16T11:00:00+00:00,2018-03-18T10:45:00+00:00,42.3446,5.0261,33.4212,27.75
deepAR,ETTm2.csv,OT,192,96,24,1918282590,27,2018-03-16T17:00:00+00:00,2018-03-18T16:45:00+00:00,84.1866,6.7927,43.8154,28.8
deepAR,ETTm2.csv,OT,192,96,24,1918282590,28,2018-03-16T23:00:00+00:00,2018-03-18T22:45:00+00:00,114.182,8.6186,54.6115,24.08
deepAR,ETTm2.csv,OT,192,96,24,1918282590,29,2018-03-17T05:00:00+00:00,2018-03-19T04:45:00+00:00,108.4943,8.3546,50.245,29.32
deepAR,ETTm2.csv,OT,192,96,24,1918282590,30,2018-03-17T11:00:00+00:00,2018-03-19T10:45:00+00:00,143.2823,9.8184,60.9158,20.94
deepAR,ETTm2.csv,OT,192,96,24,1918282590,31,2018-03-17T17:00:00+00:00,2018-03-19T16:45:00+00:00,156.2486,10.9169,67.9344,17.28
deepAR,ETTm2.csv,OT,192,96,24,1918282590,32,2018-03-17T23:00:00+00:00,2018-03-19T22:45:00+00:00,144.2679,10.8645,68.0686,14.66
deepAR,ETTm2.csv,OT,192,96,24,1918282590,33,2018-03-18T05:00:00+00:00,2018-03-20T04:45:00+00:00,51.6105,6.7755,42.9567,19.9
deepAR,ETTm2.csv,OT,192,96,24,1918282590,34,2018-03-18T11:00:00+00:00,2018-03-20T10:45:00+00:00,42.4195,5.3674,35.6104,16.23
deepAR,ETTm2.csv,OT,192,96,24,1918282590,35,2018-03-18T17:00:00+00:00,2018-03-20T16:45:00+00:00,42.7155,5.519,37.9116,18.32
deepAR,ETTm2.csv,OT,192,96,24,1918282590,36,2018-03-18T23:00:00+00:00,2018-03-20T22:45:00+00:00,39.4027,5.0103,34.3719,13.09
deepAR,ETTm2.csv,OT,192,96,24,1918282590,37,2018-03-19T05:00:00+00:00,2018-03-21T04:45:00+00:00,35.9314,4.7929,33.8086,16.23
deepAR,ETTm2.csv,OT,192,96,24,1918282590,38,2018-03-19T11:00:00+00:00,2018-03-21T10:45:00+00:00,26.4091,4.277,31.4954,13.09
deepAR,ETTm2.csv,OT,192,96,24,1918282590,39,2018-03-19T17:00:00+00:00,2018-03-21T16:45:00+00:00,15.7353,3.4613,26.519,19.37
deepAR,ETTm2.csv,OT,192,96,24,1918282590,40,2018-03-19T23:00:00+00:00,2018-03-21T22:45:00+00:00,13.1015,2.6254,18.8313,23.56
deepAR,ETTm2.csv,OT,192,96,24,1918282590,41,2018-03-20T05:00:00+00:00,2018-03-22T04:45:00+00:00,11.0236,2.5527,18.1518,21.99
deepAR,ETTm2.csv,OT,192,96,24,1918282590,42,2018-03-20T11:00:00+00:00,2018-03-22T10:45:00+00:00,15.7329,3.1841,23.2204,24.08
deepAR,ETTm2.csv,OT,192,96,24,1918282590,43,2018-03-20T17:00:00+00:00,2018-03-22T16:45:00+00:00,17.8447,3.418,22.5505,27.75
deepAR,ETTm2.csv,OT,192,96,24,1918282590,44,2018-03-20T23:00:00+00:00,2018-03-22T22:45:00+00:00,15.0237,3.1048,20.3307,33.51
deepAR,ETTm2.csv,OT,192,96,24,1918282590,45,2018-03-21T05:00:00+00:00,2018-03-23T04:45:00+00:00,34.2264,4.3493,26.483,34.55
deepAR,ETTm2.csv,OT,192,96,24,1918282590,46,2018-03-21T11:00:00+00:00,2018-03-23T10:45:00+00:00,67.0572,6.4951,39.1354,26.7
deepAR,ETTm2.csv,OT,192,96,24,1918282590,47,2018-03-21T17:00:00+00:00,2018-03-23T16:45:00+00:00,71.1037,6.8713,40.7635,31.41
deepAR,ETTm2.csv,OT,192,96,24,1918282590,48,2018-03-21T23:00:00+00:00,2018-03-23T22:45:00+00:00,44.7481,5.7854,32.5446,36.13
deepAR,ETTm2.csv,OT,192,96,24,1918282590,49,2018-03-22T05:00:00+00:00,2018-03-24T04:45:00+00:00,36.6841,4.9919,21.9962,51.83
deepAR,ETTm2.csv,OT,192,96,24,1918282590,50,2018-03-22T11:00:00+00:00,2018-03-24T10:45:00+00:00,45.7486,5.4144,23.0045,37.7
deepAR,ETTm2.csv,OT,192,96,24,1918282590,51,2018-03-22T17:00:00+00:00,2018-03-24T16:45:00+00:00,63.2825,6.6164,27.9883,32.46
deepAR,ETTm2.csv,OT,192,96,24,1918282590,52,2018-03-22T23:00:00+00:00,2018-03-24T22:45:00+00:00,57.5114,6.4465,25.714,38.22
deepAR,ETTm2.csv,OT,192,96,24,1918282590,53,2018-03-23T05:00:00+00:00,2018-03-25T04:45:00+00:00,61.2883,6.3069,23.0234,47.64
deepAR,ETTm2.csv,OT,192,96,24,1918282590,54,2018-03-23T11:00:00+00:00,2018-03-25T10:45:00+00:00,40.2843,4.8431,17.3745,42.41
