Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
deepAR,KO.csv,Close,24,72,24,321299408,0,2024-05-06T01:00:00+00:00,2024-05-07T00:00:00+00:00,134.8563,11.4145,19.199,39.13
deepAR,KO.csv,Close,24,72,24,321299408,1,2024-06-10T01:00:00+00:00,2024-06-11T00:00:00+00:00,149.1005,11.9656,19.8881,47.83
deepAR,KO.csv,Close,24,72,24,321299408,2,2024-07-16T01:00:00+00:00,2024-07-17T00:00:00+00:00,256.6794,15.5491,24.1516,30.43
deepAR,KO.csv,Close,24,72,24,321299408,3,2024-08-19T01:00:00+00:00,2024-08-20T00:00:00+00:00,405.6849,19.95,29.3245,52.17
deepAR,KO.csv,Close,24,72,24,321299408,4,2024-09-23T01:00:00+00:00,2024-09-24T00:00:00+00:00,375.5555,19.3363,28.8563,43.48
deepAR,KO.csv,Close,24,72,24,321299408,5,2024-10-25T01:00:00+00:00,2024-10-26T00:00:00+00:00,179.6985,13.2552,21.6344,34.78
deepAR,KO.csv,Close,24,72,24,321299408,6,2024-11-29T01:00:00+00:00,2024-11-30T00:00:00+00:00,149.71,12.0156,19.9068,43.48
deepAR,KO.csv,Close,24,72,24,321299408,7,2025-01-06T01:00:00+00:00,2025-01-07T00:00:00+00:00,163.4976,12.435,20.4481,52.17
deepAR,KO.csv,Close,24,72,24,321299408,8,2025-02-11T01:00:00+00:00,2025-02-12T00:00:00+00:00,389.0317,19.4955,28.6821,56.52
deepAR,KO.csv,Close,24,72,24,321299408,9,2025-03-18T01:00:00+00:00,2025-03-19T00:00:00+00:00,446.8023,20.8934,30.2939,39.13
deepAR,KO.csv,Close,24,72,24,321299408,10,2025-04-22T01:00:00+00:00,2025-04-23T00:00:00+00:00,480.1665,21.8509,31.4428,69.57
deepAR,KO.csv,Close,24,72,24,321299408,11,2025-05-27T01:00:00+00:00,2025-05-28T00:00:00+00:00,445.8588,21.0327,30.4368,52.17
deepAR,KO.csv,Close,24,72,24,321299408,12,2025-07-01T01:00:00+00:00,2025-07-02T00:00:00+00:00,428.2128,20.6347,30.328,65.22
deepAR,KO.csv,Close,24,72,24,321299408,13,2025-08-05T01:00:00+00:00,2025-08-06T00:00:00+00:00,428.6855,20.6607,30.4279,52.17
deepAR,KO.csv,Close,24,72,24,321299408,14,2025-09-09T01:00:00+00:00,2025-09-10T00:00:00+00:00,323.5105,17.8641,27.2507,60.87
deepAR,KO.csv,Close,24,72,24,321299408,15,2025-10-13T01:00:00+00:00,2025-10-14T00:00:00+00:00,444.7084,20.9007,30.4459,56.52
deepAR,KO.csv,Close,24,72,24,321299408,16,2025-11-14T01:00:00+00:00,2025-11-15T00:00:00+00:00,561.8809,23.6519,33.6152,26.09
