Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
tsmixer,KO.csv,Close,24,72,24,321299408,0,2024-05-06T01:00:00+00:00,2024-05-07T00:00:00+00:00,0.7649,0.7592,1.2712,52.17
tsmixer,KO.csv,Close,24,72,24,321299408,1,2024-06-10T01:00:00+00:00,2024-06-11T00:00:00+00:00,0.308,0.4726,0.7851,56.52
tsmixer,KO.csv,Close,24,72,24,321299408,2,2024-07-16T01:00:00+00:00,2024-07-17T00:00:00+00:00,12.4848,3.246,5.0209,39.13
tsmixer,KO.csv,Close,24,72,24,321299408,3,2024-08-19T01:00:00+00:00,2024-08-20T00:00:00+00:00,6.1329,2.2769,3.3312,52.17
tsmixer,KO.csv,Close,24,72,24,321299408,4,2024-09-23T01:00:00+00:00,2024-09-24T00:00:00+00:00,4.2443,1.6478,2.4937,43.48
tsmixer,KO.csv,Close,24,72,24,321299408,5,2024-10-25T01:00:00+00:00,2024-10-26T00:00:00+00:00,10.845,3.0488,5.0129,39.13
tsmixer,KO.csv,Close,24,72,24,321299408,6,2024-11-29T01:00:00+00:00,2024-11-30T00:00:00+00:00,2.3309,1.3937,2.3182,43.48
tsmixer,KO.csv,Close,24,72,24,321299408,7,2025-01-06T01:00:00+00:00,2025-01-07T00:00:00+00:00,5.1429,1.8362,2.9862,43.48
tsmixer,KO.csv,Close,24,72,24,321299408,8,2025-02-11T01:00:00+00:00,2025-02-12T00:00:00+00:00,10.8857,3.1799,4.6675,47.83
tsmixer,KO.csv,Close,24,72,24,321299408,9,2025-03-18T01:00:00+00:00,2025-03-19T00:00:00+00:00,3.4061,1.4982,2.1496,34.78
tsmixer,KO.csv,Close,24,72,24,321299408,10,2025-04-22T01:00:00+00:00,2025-04-23T00:00:00+00:00,5.1493,2.0384,2.9545,60.87
tsmixer,KO.csv,Close,24,72,24,321299408,11,2025-05-27T01:00:00+00:00,2025-05-28T00:00:00+00:00,1.0887,0.8261,1.2056,47.83
tsmixer,KO.csv,Close,24,72,24,321299408,12,2025-07-01T01:00:00+00:00,2025-07-02T00:00:00+00:00,4.2873,1.9149,2.827,39.13
tsmixer,KO.csv,Close,24,72,24,321299408,13,2025-08-05T01:00:00+00:00,2025-08-06T00:00:00+00:00,1.0585,0.8502,1.2465,47.83
tsmixer,KO.csv,Close,24,72,24,321299408,14,2025-09-09T01:00:00+00:00,2025-09-10T00:00:00+00:00,0.6272,0.7003,1.0716,47.83
tsmixer,KO.csv,Close,24,72,24,321299408,15,2025-10-13T01:00:00+00:00,2025-10-14T00:00:00+00:00,8.6783,2.6312,3.8032,60.87
tsmixer,KO.csv,Close,24,72,24,321299408,16,2025-11-14T01:00:00+00:00,2025-11-15T00:00:00+00:00,0.8196,0.6718,0.9488,43.48
