Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
nbeats,ETTh2.csv,OT,192,96,24,810490999,0,2018-03-09T23:00:00,2018-03-17T22:00:00,91.8653,8.0613,35.8853,51.31
nbeats,ETTh2.csv,OT,192,96,24,810490999,1,2018-03-10T23:00:00,2018-03-18T22:00:00,87.4669,7.5604,32.2118,50.26
nbeats,ETTh2.csv,OT,192,96,24,810490999,2,2018-03-11T23:00:00,2018-03-19T22:00:00,65.6983,6.5787,30.2483,51.31
nbeats,ETTh2.csv,OT,192,96,24,810490999,3,2018-03-12T23:00:00,2018-03-20T22:00:00,60.8929,6.2593,36.0125,49.74
nbeats,ETTh2.csv,OT,192,96,24,810490999,4,2018-03-13T23:00:00,2018-03-21T22:00:00,65.4568,6.5566,43.6722,49.74
nbeats,ETTh2.csv,OT,192,96,24,810490999,5,2018-03-14T23:00:00,2018-03-22T22:00:00,83.7081,7.9122,54.9973,50.79
nbeats,ETTh2.csv,OT,192,96,24,810490999,6,2018-03-15T23:00:00,2018-03-23T22:00:00,75.2667,7.5941,54.4775,57.07
nbeats,ETTh2.csv,OT,192,96,24,810490999,7,2018-03-16T23:00:00,2018-03-24T22:00:00,38.5012,4.9591,34.6044,54.45
nbeats,ETTh2.csv,OT,192,96,24,810490999,8,2018-03-17T23:00:00,2018-03-25T22:00:00,30.5982,4.4692,28.8689,51.31
nbeats,ETTh2.csv,OT,192,96,24,810490999,9,2018-03-18T23:00:00,2018-03-26T22:00:00,30.427,4.4299,25.2745,54.97
nbeats,ETTh2.csv,OT,192,96,24,810490999,10,2018-03-19T23:00:00,2018-03-27T22:00:00,54.6385,6.2375,29.2802,50.26
nbeats,ETTh2.csv,OT,192,96,24,810490999,11,2018-03-20T23:00:00,2018-03-28T22:00:00,62.4434,6.8448,28.046,50.79
nbeats,ETTh2.csv,OT,192,96,24,810490999,12,2018-03-21T23:00:00,2018-03-29T22:00:00,85.9907,8.2073,30.4044,52.36
nbeats,ETTh2.csv,OT,192,96,24,810490999,13,2018-03-22T23:00:00,2018-03-30T22:00:00,124.5058,9.9998,34.9965,53.93
nbeats,ETTh2.csv,OT,192,96,24,810490999,14,2018-03-23T23:00:00,2018-03-31T22:00:00,157.2975,11.0792,38.3702,43.46
nbeats,ETTh2.csv,OT,192,96,24,810490999,15,2018-03-24T23:00:00,2018-04-01T22:00:00,143.2272,10.5944,35.9208,49.74
nbeats,ETTh2.csv,OT,192,96,24,810490999,16,2018-03-25T23:00:00,2018-04-02T22:00:00,88.3013,8.4085,27.8664,49.74
nbeats,ETTh2.csv,OT,192,96,24,810490999,17,2018-03-26T23:00:00,2018-04-03T22:00:00,49.7466,6.2706,19.8726,51.31
nbeats,ETTh2.csv,OT,192,96,24,810490999,18,2018-03-27T23:00:00,2018-04-04T22:00:00,38.2814,5.0385,17.1573,49.74
