Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTm2.csv,OT,deepAR,96,96,24,432,2040384959,1483.26,42,55.2924,5.6112,24.3744,41.86
ETTm2.csv,OT,nbeats,96,96,24,432,2040384959,1007.49,12,16.4086,2.977,12.1927,52.62
ETTm2.csv,OT,tsmixer,96,96,24,432,2040384959,313.4,25,12.441,2.5491,9.267,48.49
ETTm2.csv,OT,tft,96,96,24,432,2040384959,892.05,10,18.3204,3.2562,12.8862,32.43
ETTm2.csv,OT,dlinear,96,96,24,432,2040384959,67.2,14,24.558,3.8939,14.5914,34.65
