Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh2.csv,OT,deepAR,192,768,1197413967,1895.07,26,392.9502,18.4771,105.1982,73.3
ETTh2.csv,OT,nbeats,192,768,1197413967,136.49,11,68.0205,6.9236,29.9436,54.97
ETTh2.csv,OT,tsmixer,192,768,1197413967,41.66,7,336.8954,16.9543,97.1063,55.5
ETTh2.csv,OT,tft,192,768,1197413967,2236.35,19,190.2127,11.8058,66.0615,48.17
ETTh2.csv,OT,dlinear,192,768,1197413967,63.83,21,56.2214,6.2417,27.1763,83.77
