Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
TSLA.csv,Close,deepAR,24,72,24,17,2102321622,84.52,13,8976.6893,71.9214,19.784,53.56
TSLA.csv,Close,nbeats,24,72,24,17,2102321622,35.91,34,4534.8883,53.9411,16.8024,51.6
TSLA.csv,Close,tsmixer,24,72,24,17,2102321622,29.71,57,2260.8775,35.8521,11.4341,49.14
TSLA.csv,Close,tft,24,72,24,17,2102321622,51.81,26,9953.8672,80.9906,24.3606,56.27
TSLA.csv,Close,dlinear,24,72,24,17,2102321622,7.01,12,2253.0089,34.7903,10.9204,48.89
