Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
JPM.csv,Close,deepAR,48,144,48,8,257974930,124.51,11,10768.542,95.1762,37.3239,51.96
JPM.csv,Close,nbeats,48,144,48,8,257974930,14.9,10,2389.1569,38.4115,15.3114,50.13
JPM.csv,Close,tsmixer,48,144,48,8,257974930,21.87,32,382.1055,14.8013,6.0701,54.57
JPM.csv,Close,tft,48,144,48,8,257974930,39.96,11,12777.448,105.7844,41.9388,49.35
JPM.csv,Close,dlinear,48,144,48,8,257974930,5.81,8,495.1287,16.6732,6.7626,46.21
