Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
tsmixer,electricity.csv,OT,192,96,24,1693281720,0,2019-01-18T16:00:00+00:00,2019-01-26T15:00:00+00:00,58366.4052,181.4933,4.9477,74.35
tsmixer,electricity.csv,OT,192,96,24,1693281720,1,2019-01-19T16:00:00+00:00,2019-01-27T15:00:00+00:00,66235.7772,198.7744,5.3495,76.44
tsmixer,electricity.csv,OT,192,96,24,1693281720,2,2019-01-20T16:00:00+00:00,2019-01-28T15:00:00+00:00,117474.6616,249.6841,6.3952,72.25
tsmixer,electricity.csv,OT,192,96,24,1693281720,3,2019-01-21T16:00:00+00:00,2019-01-29T15:00:00+00:00,223161.8976,354.7558,9.1088,70.68
tsmixer,electricity.csv,OT,192,96,24,1693281720,4,2019-01-22T16:00:00+00:00,2019-01-30T15:00:00+00:00,204838.2629,343.9688,8.7686,75.39
tsmixer,electricity.csv,OT,192,96,24,1693281720,5,2019-01-23T16:00:00+00:00,2019-01-31T15:00:00+00:00,117034.0563,256.9728,6.6371,78.53
tsmixer,electricity.csv,OT,192,96,24,1693281720,6,2019-01-24T16:00:00+00:00,2019-02-01T15:00:00+00:00,191314.4001,349.4051,9.3027,73.82
tsmixer,electricity.csv,OT,192,96,24,1693281720,7,2019-01-25T16:00:00+00:00,2019-02-02T15:00:00+00:00,156728.2727,285.7736,7.2676,71.2
tsmixer,electricity.csv,OT,192,96,24,1693281720,8,2019-01-26T16:00:00+00:00,2019-02-03T15:00:00+00:00,174964.9352,323.8076,8.1963,75.92
tsmixer,electricity.csv,OT,192,96,24,1693281720,9,2019-01-27T16:00:00+00:00,2019-02-04T15:00:00+00:00,63007.8488,200.355,5.2728,78.53
tsmixer,electricity.csv,OT,192,96,24,1693281720,10,2019-01-28T16:00:00+00:00,2019-02-05T15:00:00+00:00,61937.2329,200.6016,5.3989,73.82
tsmixer,electricity.csv,OT,192,96,24,1693281720,11,2019-01-29T16:00:00+00:00,2019-02-06T15:00:00+00:00,76388.055,220.5262,5.8912,70.68
tsmixer,electricity.csv,OT,192,96,24,1693281720,12,2019-01-30T16:00:00+00:00,2019-02-07T15:00:00+00:00,144277.8791,318.3375,8.2203,75.39
tsmixer,electricity.csv,OT,192,96,24,1693281720,13,2019-01-31T16:00:00+00:00,2019-02-08T15:00:00+00:00,142326.1032,269.8272,6.9303,70.16
tsmixer,electricity.csv,OT,192,96,24,1693281720,14,2019-02-01T16:00:00+00:00,2019-02-09T15:00:00+00:00,88504.3544,205.6199,5.1252,71.73
tsmixer,electricity.csv,OT,192,96,24,1693281720,15,2019-02-02T16:00:00+00:00,2019-02-10T15:00:00+00:00,127840.1792,270.5462,6.5009,73.3
