Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTm1.csv,OT,deepAR,96,96,24,432,180508151,1229.56,35,20.2667,3.8797,20729300.504,41.74
ETTm1.csv,OT,nbeats,96,96,24,432,180508151,925.21,11,6.0452,1.8604,114845869.9557,46.44
ETTm1.csv,OT,tsmixer,96,96,24,432,180508151,229.26,19,2.429,1.1341,50459109.5685,45.91
ETTm1.csv,OT,tft,96,96,24,432,180508151,1044.14,12,4.1979,1.5745,122521769.5652,41.57
ETTm1.csv,OT,dlinear,96,96,24,432,180508151,39.96,8,3.2754,1.4131,86029511.5741,43.19
