Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTm2.csv,OT,deepAR,96,96,24,432,247326537,1088.33,31,54.4929,6.0742,22.5401,34.83
ETTm2.csv,OT,nbeats,96,96,24,432,247326537,1182.27,14,20.1329,3.2236,13.3529,54.3
ETTm2.csv,OT,tsmixer,96,96,24,432,247326537,344.42,28,12.4813,2.5566,9.3281,49.11
ETTm2.csv,OT,tft,96,96,24,432,247326537,563.63,6,20.2635,3.3804,13.256,33.41
ETTm2.csv,OT,dlinear,96,96,24,432,247326537,57.72,12,24.4787,3.8924,14.5615,33.79
