Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
nbeats,KO.csv,Close,24,72,24,170194494,0,2024-05-07T00:00:00,2024-06-07T00:00:00,14.923,3.7713,6.337,47.83
nbeats,KO.csv,Close,24,72,24,170194494,1,2024-06-11T00:00:00,2024-07-12T00:00:00,29.4243,5.2563,8.7375,65.22
nbeats,KO.csv,Close,24,72,24,170194494,2,2024-07-17T00:00:00,2024-08-19T00:00:00,97.0254,9.6044,14.9425,39.13
nbeats,KO.csv,Close,24,72,24,170194494,3,2024-08-20T00:00:00,2024-09-20T00:00:00,122.845,10.9504,16.1018,78.26
nbeats,KO.csv,Close,24,72,24,170194494,4,2024-09-24T00:00:00,2024-10-25T00:00:00,95.6181,9.4402,14.0503,47.83
nbeats,KO.csv,Close,24,72,24,170194494,5,2024-10-28T00:00:00,2024-11-28T00:00:00,24.38,4.229,6.8677,65.22
nbeats,KO.csv,Close,24,72,24,170194494,6,2024-12-02T00:00:00,2025-01-02T00:00:00,10.4747,2.7072,4.4655,52.17
nbeats,KO.csv,Close,24,72,24,170194494,7,2025-01-07T00:00:00,2025-02-07T00:00:00,5.7994,1.9315,3.1563,52.17
nbeats,KO.csv,Close,24,72,24,170194494,8,2025-02-12T00:00:00,2025-03-17T00:00:00,99.124,9.8423,14.48,60.87
nbeats,KO.csv,Close,24,72,24,170194494,9,2025-03-19T00:00:00,2025-04-21T00:00:00,79.567,8.405,12.1645,56.52
nbeats,KO.csv,Close,24,72,24,170194494,10,2025-04-23T00:00:00,2025-05-26T00:00:00,73.8903,7.9834,11.4713,47.83
nbeats,KO.csv,Close,24,72,24,170194494,11,2025-05-28T00:00:00,2025-06-30T00:00:00,63.482,7.1547,10.3406,52.17
nbeats,KO.csv,Close,24,72,24,170194494,12,2025-07-02T00:00:00,2025-08-04T00:00:00,71.1788,7.658,11.2183,52.17
nbeats,KO.csv,Close,24,72,24,170194494,13,2025-08-06T00:00:00,2025-09-08T00:00:00,64.7715,7.4062,10.8819,56.52
nbeats,KO.csv,Close,24,72,24,170194494,14,2025-09-10T00:00:00,2025-10-13T00:00:00,43.1808,5.9591,9.083,52.17
nbeats,KO.csv,Close,24,72,24,170194494,15,2025-10-14T00:00:00,2025-11-14T00:00:00,82.9913,8.7471,12.7437,34.78
nbeats,KO.csv,Close,24,72,24,170194494,16,2025-11-17T00:00:00,2025-12-18T00:00:00,91.0725,9.0682,12.8843,47.83
