window_index,timestamp,prediction,actual
0,2024-05-07T00:00:00,55.53035859839754,59.088612
0,2024-05-08T00:00:00,55.682667874896765,59.305637
0,2024-05-09T00:00:00,55.622880481073295,59.333958
0,2024-05-10T00:00:00,56.19372965847775,59.692524
0,2024-05-13T00:00:00,56.06129219325402,59.994476
0,2024-05-14T00:00:00,56.13777481766363,59.541542
0,2024-05-15T00:00:00,55.00290051091653,59.569847
0,2024-05-16T00:00:00,56.007603536247075,59.749138
0,2024-05-17T00:00:00,55.372184060829895,59.475491
0,2024-05-20T00:00:00,54.523766089337414,59.041428
0,2024-05-21T00:00:00,55.68304796834858,59.362255
0,2024-05-22T00:00:00,55.142513172766115,59.447178
0,2024-05-23T00:00:00,55.56988992666303,58.588501
0,2024-05-24T00:00:00,56.998782757247774,58.503582
0,2024-05-27T00:00:00,56.13329458838864,58.333729
0,2024-05-28T00:00:00,55.03387226932562,58.220493
0,2024-05-29T00:00:00,54.7140219599297,58.475269
0,2024-05-30T00:00:00,55.84148029323728,59.38113
0,2024-05-31T00:00:00,55.97371441771362,59.38113
0,2024-06-03T00:00:00,54.575102590127145,60.334175
0,2024-06-04T00:00:00,55.66816392912558,60.315292
0,2024-06-05T00:00:00,55.90764357663895,60.532326
0,2024-06-06T00:00:00,55.67694222562925,60.305862
0,2024-06-07T00:00:00,56.4136251825539,60.00391
1,2024-06-11T00:00:00,54.57512183269371,59.966164
1,2024-06-12T00:00:00,54.41884982137056,59.333958
1,2024-06-13T00:00:00,55.19262805372814,59.437752
1,2024-06-14T00:00:00,56.89576534504265,59.48053
1,2024-06-17T00:00:00,56.510928169906165,59.5471
1,2024-06-18T00:00:00,55.547181442553764,59.55661
1,2024-06-19T00:00:00,53.648640055096024,59.128693
1,2024-06-20T00:00:00,55.294428864911225,59.689739
1,2024-06-21T00:00:00,54.49661692769278,60.830853
1,2024-06-24T00:00:00,52.82513477192572,60.707237
1,2024-06-25T00:00:00,54.71232451960083,60.906933
1,2024-06-26T00:00:00,54.55371937749239,60.773796
1,2024-06-27T00:00:00,54.29474801845298,60.526554
1,2024-06-28T00:00:00,56.81255046648225,60.174709
1,2024-07-01T00:00:00,55.28002682724438,60.05109
1,2024-07-02T00:00:00,53.59210884486774,60.222263
1,2024-07-03T00:00:00,52.79215825503772,60.631153
1,2024-07-04T00:00:00,54.92752894778553,59.870415
1,2024-07-05T00:00:00,54.77255912617524,59.613659
1,2024-07-08T00:00:00,52.65635705277194,59.746796
1,2024-07-09T00:00:00,55.032590296711035,60.003544
1,2024-07-10T00:00:00,55.35616652149022,60.5741
1,2024-07-11T00:00:00,55.23211060532178,60.29834
1,2024-07-12T00:00:00,56.61670772817111,61.116127
2,2024-07-17T00:00:00,53.33045966785213,62.01001
2,2024-07-18T00:00:00,53.52233446568222,61.990982
2,2024-07-19T00:00:00,54.88369792288985,62.086079
2,2024-07-22T00:00:00,57.252310226092504,61.591595
2,2024-07-23T00:00:00,56.77295532040816,61.772266
2,2024-07-24T00:00:00,55.01771823353272,62.580555
2,2024-07-25T00:00:00,53.04210696802301,62.827805
2,2024-07-26T00:00:00,54.39255914128717,63.759716
2,2024-07-29T00:00:00,53.619352557437566,63.550522
2,2024-07-30T00:00:00,52.684643725422774,64.358795
