Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh1.csv,OT,deepAR,96,96,24,105,1837031880,333.85,21,15.9468,3.3812,108190488.839,47.86
ETTh1.csv,OT,nbeats,96,96,24,105,1837031880,89.39,13,12.0594,2.7013,225183451.1936,51.29
ETTh1.csv,OT,tsmixer,96,96,24,105,1837031880,97.15,32,6.9179,2.0644,161228962.8966,54.34
ETTh1.csv,OT,tft,96,96,24,105,1837031880,260.04,12,10.2615,2.4998,174156179.3126,46.43
ETTh1.csv,OT,dlinear,96,96,24,105,1837031880,19.0,12,6.7641,2.0581,158906200.9104,56.66
