Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
SPY.csv,Close,deepAR,48,144,48,8,963603592,155.96,14,42624.1985,199.0619,33.7526,52.48
SPY.csv,Close,nbeats,48,144,48,8,963603592,22.75,18,15165.5138,102.3919,17.14,49.87
SPY.csv,Close,tsmixer,48,144,48,8,963603592,26.71,38,1026.8945,23.3668,4.0674,52.74
SPY.csv,Close,tft,48,144,48,8,963603592,74.42,22,26959.9078,156.3301,26.367,48.56
SPY.csv,Close,dlinear,48,144,48,8,963603592,7.03,11,1057.5773,24.6275,4.2332,51.44
