Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
SPY.csv,Close,deepAR,24,72,24,17,1146683402,105.41,16,58854.4895,235.2753,39.5876,47.42
SPY.csv,Close,nbeats,24,72,24,17,1146683402,22.06,19,8507.2542,75.173,12.4884,47.91
SPY.csv,Close,tsmixer,24,72,24,17,1146683402,42.21,80,386.9533,14.5004,2.5193,52.83
SPY.csv,Close,tft,24,72,24,17,1146683402,39.35,19,28469.1008,160.4176,26.793,50.37
SPY.csv,Close,dlinear,24,72,24,17,1146683402,5.67,8,389.7127,14.5677,2.5396,56.27
