epoch,step,train_loss,val_loss
0,49,4.486033780490183,
0,99,3.8002133584970297,
0,149,3.2623244240573634,
0,199,3.41356893361902,
0,249,3.395849429643161,
0,299,2.913294268585318,
0,349,3.2461604310814445,
0,399,3.359183781468616,
0,449,3.2443498250755956,
0,499,3.1072038931583137,
0,549,3.3542310481425575,
0,566,,4.032901173953206
1,599,3.22811805504001,
1,649,3.3885405738692898,
1,699,2.9907755528107094,
1,749,3.3816494856489356,
1,799,3.2392339591754586,
1,849,3.220473437245566,
1,899,3.20216936730293,
1,949,3.3730395660502817,
1,999,3.219723773980081,
1,1049,3.040248666904014,
1,1099,3.1606592601762813,
1,1133,,3.7140436255704445
2,1149,3.1120696362087905,
2,1199,3.2509886750848347,
2,1249,3.1446284085944756,
2,1299,3.1866000086689703,
2,1349,2.9693566755093,
2,1399,2.9928349941265684,
2,1449,3.160259432174091,
2,1499,3.215880079941229,
2,1549,2.84430311277048,
2,1599,3.0417124919122145,
2,1649,2.818806860429332,
2,1699,2.9112996457732714,
2,1700,,3.644266524976994
3,1749,2.952369219391991,
3,1799,2.983449132905906,
3,1849,2.670690853986219,
3,1899,2.8932959528255475,
3,1949,2.6631709812208237,
3,1999,2.6775727795454793,
3,2049,2.6283775554195064,
3,2099,2.675254757277442,
3,2149,2.4195724287712097,
3,2199,2.0157850669389794,
3,2249,2.0127686880655093,
3,2267,,2.9353875444708284
4,2299,2.039931769115913,
4,2349,1.8895529775325912,
4,2399,1.912732389256389,
4,2449,1.7213667010735876,
4,2499,1.8706042428913348,
4,2549,1.9639760921389477,
4,2599,1.7707695701334745,
4,2649,1.800350301941069,
4,2699,1.8011511921399905,
4,2749,1.8928117577416899,
4,2799,1.8009337635643883,
4,2834,,2.8509314955213827
5,2849,1.585911740882934,
5,2899,1.7708232058680082,
5,2949,1.7050018958004038,
5,2999,1.7054988848746953,
5,3049,1.652700886061798,
5,3099,1.6447825391480742,
5,3149,1.5214306188604358,
5,3199,1.6460574841493074,
5,3249,1.6710569656846535,
5,3299,1.542868193345583,
5,3349,1.6110723936844487,
5,3399,1.5683984172749934,
5,3401,,2.8361648848476664
6,3449,1.6123212789806995,
6,3499,1.5695080267434185,
