Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
nbeats,JPM.csv,Close,24,72,24,708475939,0,2024-05-07T00:00:00,2024-06-07T00:00:00,571.1833,20.4406,10.6906,47.83
nbeats,JPM.csv,Close,24,72,24,708475939,1,2024-06-11T00:00:00,2024-07-12T00:00:00,703.2418,21.3988,10.9522,60.87
nbeats,JPM.csv,Close,24,72,24,708475939,2,2024-07-17T00:00:00,2024-08-19T00:00:00,889.5906,24.8541,12.2917,43.48
nbeats,JPM.csv,Close,24,72,24,708475939,3,2024-08-20T00:00:00,2024-09-20T00:00:00,1023.7403,27.0654,13.0469,52.17
nbeats,JPM.csv,Close,24,72,24,708475939,4,2024-09-24T00:00:00,2024-10-25T00:00:00,1169.5041,27.7939,13.2026,21.74
nbeats,JPM.csv,Close,24,72,24,708475939,5,2024-10-28T00:00:00,2024-11-28T00:00:00,2574.0681,44.8512,19.2997,52.17
nbeats,JPM.csv,Close,24,72,24,708475939,6,2024-12-02T00:00:00,2025-01-02T00:00:00,1934.7652,35.9663,15.3555,47.83
nbeats,JPM.csv,Close,24,72,24,708475939,7,2025-01-07T00:00:00,2025-02-07T00:00:00,3616.9118,51.4061,20.099,52.17
nbeats,JPM.csv,Close,24,72,24,708475939,8,2025-02-12T00:00:00,2025-03-17T00:00:00,2659.8582,43.0732,17.278,43.48
nbeats,JPM.csv,Close,24,72,24,708475939,9,2025-03-19T00:00:00,2025-04-21T00:00:00,2195.6614,37.7723,16.4769,65.22
nbeats,JPM.csv,Close,24,72,24,708475939,10,2025-04-23T00:00:00,2025-05-26T00:00:00,4454.622,58.8292,23.4233,52.17
nbeats,JPM.csv,Close,24,72,24,708475939,11,2025-05-28T00:00:00,2025-06-30T00:00:00,4739.255,58.6064,21.7788,34.78
nbeats,JPM.csv,Close,24,72,24,708475939,12,2025-07-02T00:00:00,2025-08-04T00:00:00,5297.4515,61.5833,21.4204,56.52
nbeats,JPM.csv,Close,24,72,24,708475939,13,2025-08-06T00:00:00,2025-09-08T00:00:00,5436.7253,59.7783,20.5824,65.22
nbeats,JPM.csv,Close,24,72,24,708475939,14,2025-09-10T00:00:00,2025-10-13T00:00:00,7092.8337,70.3301,23.0528,56.52
nbeats,JPM.csv,Close,24,72,24,708475939,15,2025-10-14T00:00:00,2025-11-14T00:00:00,6724.7357,66.4978,21.9903,60.87
nbeats,JPM.csv,Close,24,72,24,708475939,16,2025-11-17T00:00:00,2025-12-18T00:00:00,7188.4183,68.3675,22.3475,69.57
