epoch,step,train_loss,val_loss
0,49,3.10232274216096,
0,99,2.5333445463679625,
0,149,2.1429209807711875,
0,199,1.9928833231495449,
0,249,1.9805497188062706,
0,299,1.9124339216197535,
0,349,2.1237658507634403,
0,399,1.9987975506067794,
0,449,1.851659173684115,
0,499,2.0145734499309222,
0,549,1.8763420834759441,
0,599,1.9079279039539037,
0,649,1.8460937049137711,
0,699,1.5296077435477922,
0,749,1.8057805049001745,
0,799,1.8897464824752888,
0,849,1.7937261314836177,
0,899,1.7844878956670147,
0,949,1.918460742443724,
0,999,1.9336047138985508,
0,1049,1.8119345966306242,
0,1099,1.7201976759354185,
0,1149,1.5967671473120841,
0,1199,1.5707173751130705,
0,1249,1.2669441866574411,
0,1299,1.1962644324567517,
0,1349,1.2760168440485473,
0,1399,1.2702905527999315,
0,1449,1.3214493960332747,
0,1499,1.1765468692564298,
0,1549,1.2103887212620263,
0,1599,1.2489276328224812,
0,1649,1.1903015115319169,
0,1699,1.1012958522997054,
0,1749,1.195741995021514,
0,1799,0.9987571167041376,
0,1849,1.0233860077754526,
0,1899,1.1151323395638884,
0,1949,1.137072386061541,
0,1999,1.3665903103029993,
0,2049,1.271255013444236,
0,2099,1.4508680395328128,
0,2105,,1.1528070904025847
1,2149,1.1868007678795334,
1,2199,1.1043964939090616,
1,2249,1.0221879044685993,
1,2299,1.0858386526633705,
1,2349,1.113051880260144,
1,2399,1.0164978640793936,
1,2449,1.081522249118498,
1,2499,1.2289515218592197,
1,2549,1.0056240015106979,
1,2599,1.1183653880025242,
1,2649,1.0188858304681268,
1,2699,1.0959444540507155,
1,2749,1.0786037347451158,
1,2799,1.1740914255601305,
1,2849,1.0285215864378758,
1,2899,1.0121359813879551,
1,2949,1.0332202421756405,
1,2999,1.1573305082194274,
1,3049,1.1865319623871113,
1,3099,1.0035084900965936,
1,3149,1.0725348874449225,
1,3199,1.0014724533250803,
1,3249,1.0380515844105327,
1,3299,1.130840290124651,
1,3349,1.0709402687151384,
1,3399,1.1606256896079048,
1,3449,1.1430475109775502,
1,3499,0.9366201804340518,
1,3549,0.9456107841512078,
1,3599,1.2664609807217988,
1,3649,1.1014507296648879,
1,3699,0.9721619643508312,
1,3749,1.1709093975069753,
1,3799,1.1751472816775907,
1,3849,0.9816900231475354,
1,3899,1.1322258046201403,
1,3949,1.0277480808122283,
1,3999,1.1288275006913189,
1,4049,1.0205166300065613,
1,4099,1.251495861623677,
1,4149,1.1477325091160169,
1,4199,1.1333908023555335,
1,4211,,1.027632648369379
2,4249,0.9992185426961626,
2,4299,0.9707869316593609,
2,4349,1.0678769019718635,
2,4399,0.9990128761299447,
2,4449,1.0181733011857856,
2,4499,1.0217520057960034,
2,4549,1.066826166408168,
2,4599,1.1776635794250752,
2,4649,0.9962088295325163,
2,4699,1.114835880313282,
2,4749,0.9684170797710732,
2,4799,1.131646597811747,
2,4849,1.1049910847689066,
2,4899,1.0791951564610454,
2,4949,1.0487531297341302,
2,4999,1.123462931523993,
2,5049,1.0870707627101104,
2,5099,1.1592436668777317,
2,5149,1.120718139864687,
2,5199,0.9999788447458113,
2,5249,1.1037232515741704,
2,5299,0.9955706589246545,
2,5349,0.9261536664946148,
2,5399,0.940689120867298,
2,5449,1.165385236828075,
2,5499,0.9567365081620155,
2,5549,0.9658390420713392,
2,5599,0.9376027134856257,
2,5649,0.9539307419217147,
2,5699,0.9157416364729705,
2,5749,0.9820805902327681,
2,5799,0.963159918272591,
2,5849,1.0081893391402459,
2,5899,0.9894853951883356,
2,5949,1.0306754622631695,
2,5999,0.9430258630267878,
2,6049,1.1045792448576663,
2,6099,0.9371588925424059,
2,6149,0.97129190472568,
2,6199,1.0001555805517384,
2,6249,1.046939589735993,
2,6299,0.9168952963534318,
2,6317,,0.9959863329539701
3,6349,1.0256715943088368,
3,6399,0.9576022910778381,
3,6449,0.9850009003493986,
3,6499,0.984841937114723,
3,6549,1.0531368665254377,
3,6599,1.17046637996571,
3,6649,0.9461214621346583,
3,6699,0.969468053918406,
3,6749,0.9339899983816107,
3,6799,1.0620269590335472,
3,6849,0.910290275997016,
3,6899,0.9213816248690112,
3,6949,0.9714632058208352,
3,6999,0.8673403159468959,
3,7049,0.8967861481595227,
3,7099,1.0742636754014487,
3,7149,1.0643121631633607,
3,7199,1.026329402122148,
3,7249,1.0807921750133378,
3,7299,0.8953876441716884,
3,7349,0.9188573535884826,
3,7399,0.8776853969873932,
3,7449,0.9500062749624348,
3,7499,1.0963173375680122,
3,7549,1.1264668639346351,
3,7599,0.9368428277933397,
