Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
nbeats,ETTh2.csv,OT,96,96,24,266856471,0,2018-03-09T23:00:00,2018-03-13T22:00:00,125.7668,9.5394,37.456,57.89
nbeats,ETTh2.csv,OT,96,96,24,266856471,1,2018-03-10T23:00:00,2018-03-14T22:00:00,136.1042,10.3389,38.9557,55.79
nbeats,ETTh2.csv,OT,96,96,24,266856471,2,2018-03-11T23:00:00,2018-03-15T22:00:00,112.5787,9.5406,35.3805,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,3,2018-03-12T23:00:00,2018-03-16T22:00:00,72.43,7.1055,29.0395,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,4,2018-03-13T23:00:00,2018-03-17T22:00:00,24.9028,3.9567,19.8523,52.63
nbeats,ETTh2.csv,OT,96,96,24,266856471,5,2018-03-14T23:00:00,2018-03-18T22:00:00,27.5659,4.4336,26.5304,50.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,6,2018-03-15T23:00:00,2018-03-19T22:00:00,43.7587,5.5393,37.9752,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,7,2018-03-16T23:00:00,2018-03-20T22:00:00,19.8473,3.2439,23.6816,43.16
nbeats,ETTh2.csv,OT,96,96,24,266856471,8,2018-03-17T23:00:00,2018-03-21T22:00:00,21.8669,3.9008,28.4369,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,9,2018-03-18T23:00:00,2018-03-22T22:00:00,16.415,3.2578,22.8979,52.63
nbeats,ETTh2.csv,OT,96,96,24,266856471,10,2018-03-19T23:00:00,2018-03-23T22:00:00,49.6953,5.4561,30.3589,47.37
nbeats,ETTh2.csv,OT,96,96,24,266856471,11,2018-03-20T23:00:00,2018-03-24T22:00:00,79.1024,7.2692,32.1747,66.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,12,2018-03-21T23:00:00,2018-03-25T22:00:00,98.7914,8.5472,34.0896,58.95
nbeats,ETTh2.csv,OT,96,96,24,266856471,13,2018-03-22T23:00:00,2018-03-26T22:00:00,129.917,10.2215,37.8898,56.84
nbeats,ETTh2.csv,OT,96,96,24,266856471,14,2018-03-23T23:00:00,2018-03-27T22:00:00,153.2258,11.194,40.2149,54.74
nbeats,ETTh2.csv,OT,96,96,24,266856471,15,2018-03-24T23:00:00,2018-03-28T22:00:00,164.8731,11.5706,39.7381,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,16,2018-03-25T23:00:00,2018-03-29T22:00:00,133.0582,10.3533,34.1613,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,17,2018-03-26T23:00:00,2018-03-30T22:00:00,76.2706,7.9004,26.0939,63.16
nbeats,ETTh2.csv,OT,96,96,24,266856471,18,2018-03-27T23:00:00,2018-03-31T22:00:00,29.5934,4.6965,15.7569,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,19,2018-03-28T23:00:00,2018-04-01T22:00:00,23.9831,3.9105,12.8884,48.42
nbeats,ETTh2.csv,OT,96,96,24,266856471,20,2018-03-29T23:00:00,2018-04-02T22:00:00,36.9056,5.1028,16.4199,48.42
nbeats,ETTh2.csv,OT,96,96,24,266856471,21,2018-03-30T23:00:00,2018-04-03T22:00:00,63.6144,7.1434,21.7124,48.42
nbeats,ETTh2.csv,OT,96,96,24,266856471,22,2018-03-31T23:00:00,2018-04-04T22:00:00,80.6153,8.249,26.9239,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,23,2018-04-01T23:00:00,2018-04-05T22:00:00,80.0529,6.8032,38.8189,48.42
nbeats,ETTh2.csv,OT,96,96,24,266856471,24,2018-04-02T23:00:00,2018-04-06T22:00:00,95.8457,8.5033,51.5211,47.37
nbeats,ETTh2.csv,OT,96,96,24,266856471,25,2018-04-03T23:00:00,2018-04-07T22:00:00,172.8567,12.23,76.7469,46.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,26,2018-04-04T23:00:00,2018-04-08T22:00:00,59.1225,6.3973,43.1563,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,27,2018-04-05T23:00:00,2018-04-09T22:00:00,24.4754,3.8231,16.4434,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,28,2018-04-06T23:00:00,2018-04-10T22:00:00,54.4303,6.1815,23.4284,69.47
nbeats,ETTh2.csv,OT,96,96,24,266856471,29,2018-04-07T23:00:00,2018-04-11T22:00:00,163.5844,11.2681,36.9168,58.95
nbeats,ETTh2.csv,OT,96,96,24,266856471,30,2018-04-08T23:00:00,2018-04-12T22:00:00,202.805,12.8682,41.7,62.11
nbeats,ETTh2.csv,OT,96,96,24,266856471,31,2018-04-09T23:00:00,2018-04-13T22:00:00,79.2502,7.7247,26.5084,52.63
nbeats,ETTh2.csv,OT,96,96,24,266856471,32,2018-04-10T23:00:00,2018-04-14T22:00:00,24.8542,4.2428,17.5907,52.63
nbeats,ETTh2.csv,OT,96,96,24,266856471,33,2018-04-11T23:00:00,2018-04-15T22:00:00,22.5093,3.883,17.4145,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,34,2018-04-12T23:00:00,2018-04-16T22:00:00,21.185,3.684,17.7159,53.68
nbeats,ETTh2.csv,OT,96,96,24,266856471,35,2018-04-13T23:00:00,2018-04-17T22:00:00,21.1532,3.7341,18.6094,54.74
nbeats,ETTh2.csv,OT,96,96,24,266856471,36,2018-04-14T23:00:00,2018-04-18T22:00:00,24.98,3.9255,14.9166,56.84
nbeats,ETTh2.csv,OT,96,96,24,266856471,37,2018-04-15T23:00:00,2018-04-19T22:00:00,68.9552,6.8929,24.0277,63.16
nbeats,ETTh2.csv,OT,96,96,24,266856471,38,2018-04-16T23:00:00,2018-04-20T22:00:00,139.2724,10.2339,31.4516,62.11
nbeats,ETTh2.csv,OT,96,96,24,266856471,39,2018-04-17T23:00:00,2018-04-21T22:00:00,151.8277,11.0216,33.1945,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,40,2018-04-18T23:00:00,2018-04-22T22:00:00,93.7543,8.989,27.4381,60.0
nbeats,ETTh2.csv,OT,96,96,24,266856471,41,2018-04-19T23:00:00,2018-04-23T22:00:00,45.6942,6.2164,21.0477,49.47
nbeats,ETTh2.csv,OT,96,96,24,266856471,42,2018-04-20T23:00:00,2018-04-24T22:00:00,24.0381,3.8889,14.9354,44.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,43,2018-04-21T23:00:00,2018-04-25T22:00:00,24.6257,3.8872,15.9536,49.47
nbeats,ETTh2.csv,OT,96,96,24,266856471,44,2018-04-22T23:00:00,2018-04-26T22:00:00,42.3875,5.1086,21.8551,55.79
nbeats,ETTh2.csv,OT,96,96,24,266856471,45,2018-04-23T23:00:00,2018-04-27T22:00:00,21.2203,3.5271,11.4405,57.89
nbeats,ETTh2.csv,OT,96,96,24,266856471,46,2018-04-24T23:00:00,2018-04-28T22:00:00,53.3272,6.1698,18.7836,65.26
nbeats,ETTh2.csv,OT,96,96,24,266856471,47,2018-04-25T23:00:00,2018-04-29T22:00:00,64.2497,6.8018,20.1278,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,48,2018-04-26T23:00:00,2018-04-30T22:00:00,109.7599,9.589,27.6727,58.95
nbeats,ETTh2.csv,OT,96,96,24,266856471,49,2018-04-27T23:00:00,2018-05-01T22:00:00,66.8402,7.4493,21.4086,63.16
nbeats,ETTh2.csv,OT,96,96,24,266856471,50,2018-04-28T23:00:00,2018-05-02T22:00:00,20.1972,3.8751,11.3831,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,51,2018-04-29T23:00:00,2018-05-03T22:00:00,8.3628,2.3996,7.298,70.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,52,2018-04-30T23:00:00,2018-05-04T22:00:00,7.2361,2.203,7.354,67.37
nbeats,ETTh2.csv,OT,96,96,24,266856471,53,2018-05-01T23:00:00,2018-05-05T22:00:00,15.3822,2.9558,10.7081,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,54,2018-05-02T23:00:00,2018-05-06T22:00:00,19.9572,3.4726,12.6541,54.74
nbeats,ETTh2.csv,OT,96,96,24,266856471,55,2018-05-03T23:00:00,2018-05-07T22:00:00,22.6416,3.7443,13.5995,50.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,56,2018-05-04T23:00:00,2018-05-08T22:00:00,23.5818,3.6897,13.015,45.26
nbeats,ETTh2.csv,OT,96,96,24,266856471,57,2018-05-05T23:00:00,2018-05-09T22:00:00,16.1232,3.0542,9.7067,56.84
nbeats,ETTh2.csv,OT,96,96,24,266856471,58,2018-05-06T23:00:00,2018-05-10T22:00:00,19.2724,3.4562,10.9392,60.0
nbeats,ETTh2.csv,OT,96,96,24,266856471,59,2018-05-07T23:00:00,2018-05-11T22:00:00,30.8698,4.7362,14.6609,63.16
nbeats,ETTh2.csv,OT,96,96,24,266856471,60,2018-05-08T23:00:00,2018-05-12T22:00:00,17.3658,3.3207,11.051,60.0
nbeats,ETTh2.csv,OT,96,96,24,266856471,61,2018-05-09T23:00:00,2018-05-13T22:00:00,28.2924,4.1076,12.615,60.0
nbeats,ETTh2.csv,OT,96,96,24,266856471,62,2018-05-10T23:00:00,2018-05-14T22:00:00,57.876,6.1407,17.2936,60.0
nbeats,ETTh2.csv,OT,96,96,24,266856471,63,2018-05-11T23:00:00,2018-05-15T22:00:00,78.8186,7.6161,19.6695,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,64,2018-05-12T23:00:00,2018-05-16T22:00:00,150.5773,11.1927,26.9442,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,65,2018-05-13T23:00:00,2018-05-17T22:00:00,97.6125,8.8805,21.1237,66.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,66,2018-05-14T23:00:00,2018-05-18T22:00:00,57.5863,6.8922,16.6154,65.26
nbeats,ETTh2.csv,OT,96,96,24,266856471,67,2018-05-15T23:00:00,2018-05-19T22:00:00,22.3897,4.1337,10.8962,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,68,2018-05-16T23:00:00,2018-05-20T22:00:00,23.9646,3.9633,12.6936,42.11
nbeats,ETTh2.csv,OT,96,96,24,266856471,69,2018-05-17T23:00:00,2018-05-21T22:00:00,34.3362,5.1795,17.2754,41.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,70,2018-05-18T23:00:00,2018-05-22T22:00:00,34.9285,5.0216,17.9208,35.79
nbeats,ETTh2.csv,OT,96,96,24,266856471,71,2018-05-19T23:00:00,2018-05-23T22:00:00,30.182,4.6301,16.6486,30.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,72,2018-05-20T23:00:00,2018-05-24T22:00:00,17.873,3.3657,11.8499,45.26
nbeats,ETTh2.csv,OT,96,96,24,266856471,73,2018-05-21T23:00:00,2018-05-25T22:00:00,15.9577,3.2178,10.8605,46.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,74,2018-05-22T23:00:00,2018-05-26T22:00:00,33.0753,4.8094,14.7663,46.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,75,2018-05-23T23:00:00,2018-05-27T22:00:00,14.7716,3.0726,9.9433,44.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,76,2018-05-24T23:00:00,2018-05-28T22:00:00,13.9947,3.1232,9.6949,46.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,77,2018-05-25T23:00:00,2018-05-29T22:00:00,11.9909,2.8835,8.626,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,78,2018-05-26T23:00:00,2018-05-30T22:00:00,9.2373,2.6395,7.749,57.89
nbeats,ETTh2.csv,OT,96,96,24,266856471,79,2018-05-27T23:00:00,2018-05-31T22:00:00,8.9318,2.4954,7.2623,45.26
nbeats,ETTh2.csv,OT,96,96,24,266856471,80,2018-05-28T23:00:00,2018-06-01T22:00:00,12.43,2.7045,7.5995,37.89
nbeats,ETTh2.csv,OT,96,96,24,266856471,81,2018-05-29T23:00:00,2018-06-02T22:00:00,13.189,3.0182,8.5652,44.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,82,2018-05-30T23:00:00,2018-06-03T22:00:00,12.3854,2.8454,8.0536,50.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,83,2018-05-31T23:00:00,2018-06-04T22:00:00,17.1769,3.1483,8.6125,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,84,2018-06-01T23:00:00,2018-06-05T22:00:00,7.5211,2.0631,5.6385,67.37
nbeats,ETTh2.csv,OT,96,96,24,266856471,85,2018-06-02T23:00:00,2018-06-06T22:00:00,12.7959,2.657,6.9079,72.63
nbeats,ETTh2.csv,OT,96,96,24,266856471,86,2018-06-03T23:00:00,2018-06-07T22:00:00,20.7874,3.5259,9.1105,69.47
nbeats,ETTh2.csv,OT,96,96,24,266856471,87,2018-06-04T23:00:00,2018-06-08T22:00:00,24.3433,4.112,10.6223,70.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,88,2018-06-05T23:00:00,2018-06-09T22:00:00,24.0703,4.2956,11.9575,58.95
nbeats,ETTh2.csv,OT,96,96,24,266856471,89,2018-06-06T23:00:00,2018-06-10T22:00:00,16.0912,3.1037,8.9883,52.63
nbeats,ETTh2.csv,OT,96,96,24,266856471,90,2018-06-07T23:00:00,2018-06-11T22:00:00,22.0035,3.2392,9.4157,54.74
nbeats,ETTh2.csv,OT,96,96,24,266856471,91,2018-06-08T23:00:00,2018-06-12T22:00:00,36.1159,4.5021,12.2507,54.74
nbeats,ETTh2.csv,OT,96,96,24,266856471,92,2018-06-09T23:00:00,2018-06-13T22:00:00,54.2476,5.864,14.1637,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,93,2018-06-10T23:00:00,2018-06-14T22:00:00,66.5562,6.9719,16.6241,58.95
nbeats,ETTh2.csv,OT,96,96,24,266856471,94,2018-06-11T23:00:00,2018-06-15T22:00:00,60.0655,6.7824,15.9015,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,95,2018-06-12T23:00:00,2018-06-16T22:00:00,36.0835,5.3131,12.7371,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,96,2018-06-13T23:00:00,2018-06-17T22:00:00,19.2875,3.8446,9.3982,61.05
nbeats,ETTh2.csv,OT,96,96,24,266856471,97,2018-06-14T23:00:00,2018-06-18T22:00:00,16.1675,3.3442,8.1682,64.21
nbeats,ETTh2.csv,OT,96,96,24,266856471,98,2018-06-15T23:00:00,2018-06-19T22:00:00,21.298,3.8497,9.8778,57.89
nbeats,ETTh2.csv,OT,96,96,24,266856471,99,2018-06-16T23:00:00,2018-06-20T22:00:00,20.2961,3.6666,9.3541,66.32
nbeats,ETTh2.csv,OT,96,96,24,266856471,100,2018-06-17T23:00:00,2018-06-21T22:00:00,14.5607,3.0065,8.0542,54.74
nbeats,ETTh2.csv,OT,96,96,24,266856471,101,2018-06-18T23:00:00,2018-06-22T22:00:00,49.4379,5.4685,17.146,51.58
nbeats,ETTh2.csv,OT,96,96,24,266856471,102,2018-06-19T23:00:00,2018-06-23T22:00:00,20.2098,3.2376,10.5029,57.89
nbeats,ETTh2.csv,OT,96,96,24,266856471,103,2018-06-20T23:00:00,2018-06-24T22:00:00,17.7594,3.293,10.1542,50.53
nbeats,ETTh2.csv,OT,96,96,24,266856471,104,2018-06-21T23:00:00,2018-06-25T22:00:00,43.9603,5.1336,14.6945,45.26
