window_index,timestamp,prediction,actual
0,2024-05-07T00:00:00,194.82609930425411,177.809998
0,2024-05-08T00:00:00,184.68987984092624,174.720001
0,2024-05-09T00:00:00,193.06227471770381,171.970001
0,2024-05-10T00:00:00,181.24535798004615,168.470001
0,2024-05-13T00:00:00,187.70763279551159,171.889999
0,2024-05-14T00:00:00,192.16694924842773,177.550003
0,2024-05-15T00:00:00,183.27766525264707,173.990005
0,2024-05-16T00:00:00,173.34308605876976,174.839996
0,2024-05-17T00:00:00,174.4857296512435,177.460007
0,2024-05-20T00:00:00,176.60604282895406,174.949997
0,2024-05-21T00:00:00,191.54143435351114,186.600006
0,2024-05-22T00:00:00,197.71030279289425,180.110001
0,2024-05-23T00:00:00,202.45581677840318,173.740005
0,2024-05-24T00:00:00,198.90213626733674,179.240005
0,2024-05-27T00:00:00,208.29389491817136,176.75
0,2024-05-28T00:00:00,214.69694870835042,176.190002
0,2024-05-29T00:00:00,219.16456231451087,178.789993
0,2024-05-30T00:00:00,233.89521623790648,178.080002
0,2024-05-31T00:00:00,223.17186279376966,176.289993
0,2024-06-03T00:00:00,223.05752043719923,174.770004
0,2024-06-04T00:00:00,225.44644092478222,175.0
0,2024-06-05T00:00:00,224.40012724924475,177.940002
0,2024-06-06T00:00:00,224.08463559810826,177.479996
0,2024-06-07T00:00:00,221.1785692234754,173.789993
0,2024-06-10T00:00:00,220.24846726183637,170.660004
0,2024-06-11T00:00:00,216.4493959994382,177.289993
0,2024-06-12T00:00:00,217.65498106801863,182.470001
0,2024-06-13T00:00:00,205.30399753646168,178.009995
0,2024-06-14T00:00:00,209.58275233531677,187.440002
0,2024-06-17T00:00:00,217.88537398699367,184.860001
0,2024-06-18T00:00:00,217.42968053624776,181.570007
0,2024-06-19T00:00:00,207.66125712722865,183.009995
0,2024-06-20T00:00:00,221.39649976026294,182.580002
0,2024-06-21T00:00:00,221.09367461653943,187.350006
0,2024-06-24T00:00:00,225.00026615560364,196.369995
0,2024-06-25T00:00:00,215.3191761127934,197.419998
0,2024-06-26T00:00:00,209.158429708698,197.880005
0,2024-06-27T00:00:00,212.88823805905923,209.860001
0,2024-06-28T00:00:00,214.09895848857553,231.259995
