epoch,step,train_loss,val_loss
0,35,,0.008990823899985647
1,49,1.6738896119160769,
1,71,,0.016955724288473657
2,99,0.5425064631956471,
2,107,,0.0914112849438725
3,143,,0.028397017302258635
4,149,1.3668997023680767,
4,179,,0.02880746751772075
5,199,0.8452167466126588,
5,215,,0.015790770441660513
6,249,0.3755385658286699,
6,251,,0.04248063799997865
7,287,,0.060538997315104884
8,299,0.758557390830113,
8,323,,0.231776179999862
9,349,0.9332810252915262,
9,359,,0.2122711034549715
10,395,,0.3935382323031159
