Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh2.csv,OT,deepAR,192,768,1155872644,1440.98,21,216.5812,12.887,75.96,71.73
ETTh2.csv,OT,nbeats,192,768,1155872644,63.87,10,58.0526,6.3204,27.3067,54.45
ETTh2.csv,OT,tsmixer,192,768,1155872644,68.99,7,370.6803,17.719,101.2192,54.97
ETTh2.csv,OT,tft,192,768,1155872644,376.04,6,78.1775,7.1456,35.8142,46.6
ETTh2.csv,OT,dlinear,192,768,1155872644,42.2,18,57.05,6.2845,27.3315,83.77
