epoch,step,train_loss,val_loss
0,35,,0.015128368247392153
1,49,0.8385383939976278,
1,71,,0.011746316882527795
2,99,1.0501878718591722,
2,107,,0.03288402314203474
3,143,,0.125907548435535
4,149,0.6431539917092295,
4,179,,0.3186394035567654
5,199,0.33896654308415963,
5,215,,0.2900033037888289
6,249,0.4914217052290577,
6,251,,0.31047604773388027
7,287,,0.2274169172634126
8,299,0.5896917601463287,
8,323,,0.5821119346023308
9,349,0.42182258966070885,
9,359,,0.19188674436997402
10,395,,0.4910825129111638
11,399,0.17575841633429148,
11,431,,0.3756224240354391
