Date,Open,High,Low,Close,Volume
05/05/2003,08:00,0.21938,0.22119,0.21895,0.22119,118297
05/05/2003,08:30,0.22194,0.2222,0.2212,0.22174,181899
05/05/2003,09:00,0.22209,0.22345,0.22044,0.22209,2820131
05/05/2003,09:30,0.22284,0.22575,0.22194,0.22348,137064570
05/05/2003,10:00,0.22345,0.2263,0.22345,0.22555,121179019
05/05/2003,10:30,0.2257,0.22645,0.22525,0.226,53695661
05/05/2003,11:00,0.22615,0.2263,0.2242,0.2242,42636715
05/05/2003,11:30,0.2242,0.22585,0.2239,0.2257,89772254
05/05/2003,12:00,0.2257,0.22661,0.22525,0.22645,64461859
05/05/2003,12:30,0.22645,0.22796,0.22615,0.22706,64224397
05/05/2003,13:00,0.22706,0.22751,0.22615,0.22721,26831116
05/05/2003,13:30,0.22751,0.22871,0.22751,0.22796,54433026
05/05/2003,14:00,0.22796,0.23082,0.22764,0.22901,64069612
05/05/2003,14:30,0.22901,0.23022,0.22856,0.23007,105112834
05/05/2003,15:00,0.23022,0.24361,0.22992,0.24346,142444112
05/05/2003,15:30,0.24331,0.25399,0.2403,0.24195,480754715
05/05/2003,16:00,0.2424,0.24301,0.24135,0.24255,17628638
05/05/2003,16:30,0.24255,0.24391,0.24236,0.24376,478507
05/05/2003,17:00,0.24376,0.24391,0.24301,0.24388,604780
05/05/2003,17:30,0.24376,0.24391,0.2421,0.24391,325651
05/05/2003,18:00,0.24391,0.24481,0.24331,0.24451,305712
05/06/2003,08:00,0.2415,0.24677,0.23774,0.23849,2017039
05/06/2003,08:30,0.23849,0.2415,0.23774,0.2415,1166362
05/06/2003,09:00,0.2415,0.24374,0.2415,0.24331,4992758
05/06/2003,09:30,0.24346,0.25128,0.24237,0.24767,202894830
05/06/2003,10:00,0.24767,0.24872,0.24526,0.24812,97954777
05/06/2003,10:30,0.24812,0.24948,0.24692,0.24902,62982296
05/06/2003,11:00,0.24902,0.24963,0.24767,0.24907,50702408
05/06/2003,11:30,0.24918,0.25264,0.24797,0.25218,65716096
05/06/2003,12:00,0.25203,0.25354,0.25113,0.25295,53864806
05/06/2003,12:30,0.25294,0.25685,0.25279,0.25655,64357737
05/06/2003,13:00,0.25685,0.2576,0.25489,0.2576,49105459
05/06/2003,13:30,0.2576,0.2582,0.25549,0.2564,45124543
05/06/2003,14:00,0.25637,0.26693,0.25625,0.26693,190906098
05/06/2003,14:30,0.26678,0.26934,0.26422,0.26558,210658208
05/06/2003,15:00,0.26558,0.26588,0.26227,0.26347,154740738
05/06/2003,15:30,0.26347,0.26512,0.26227,0.26332,227729482
05/06/2003,16:00,0.26332,0.26482,0.25723,0.26392,50799903
05/06/2003,16:30,0.26332,0.26407,0.26257,0.26257,245900
05/06/2003,17:00,0.26257,0.26407,0.26183,0.26407,112848
05/06/2003,17:30,0.26257,0.26317,0.26181,0.26257,398756
05/06/2003,18:00,0.26242,0.26377,0.26242,0.26257,112849
05/07/2003,08:00,0.2588,0.26332,0.25655,0.26257,372173
05/07/2003,08:30,0.26151,0.26151,0.25942,0.25956,491800
05/07/2003,09:00,0.25956,0.26317,0.25911,0.26076,1720102
05/07/2003,09:30,0.26076,0.26257,0.25745,0.26031,193093794
05/07/2003,10:00,0.26031,0.26422,0.25986,0.26227,83018394
05/07/2003,10:30,0.26227,0.26738,0.26076,0.26708,86287798
05/07/2003,11:00,0.26708,0.26934,0.26663,0.26859,72586466
05/07/2003,11:30,0.26859,0.27445,0.26859,0.27039,136515733
05/07/2003,12:00,0.27053,0.27117,0.26859,0.27039,100532963
05/07/2003,12:30,0.27039,0.2719,0.26783,0.26874,47305186
05/07/2003,13:00,0.26874,0.26919,0.26723,0.26798,31421727
05/07/2003,13:30,0.26798,0.27024,0.26482,0.26482,37474981
05/07/2003,14:00,0.26482,0.26648,0.26422,0.26512,56792725
05/07/2003,14:30,0.26497,0.26558,0.26196,0.26227,53306731
05/07/2003,15:00,0.26242,0.26482,0.26001,0.26467,69723130
05/07/2003,15:30,0.26455,0.26663,0.26407,0.26588,95382296
05/07/2003,16:00,0.26603,0.26708,0.26558,0.26573,10626854
05/07/2003,16:30,0.26603,0.26633,0.26603,0.26633,598134
05/07/2003,17:00,0.26633,0.26633,0.26573,0.26573,26584
05/07/2003,17:30,0.26603,0.26603,0.26558,0.26573,338943
05/07/2003,18:00,0.26633,0.26633,0.26633,0.26633,19938
05/08/2003,08:00,0.26873,0.26873,0.26347,0.26422,1653917
05/08/2003,08:30,0.26347,0.26648,0.2633,0.26602,3394187
05/08/2003,09:00,0.26618,0.26633,0.26362,0.26633,4105238
05/08/2003,09:30,0.26648,0.26708,0.26044,0.26377,117565485
05/08/2003,10:00,0.26378,0.26652,0.26331,0.26602,76938454
05/08/2003,10:30,0.26601,0.26783,0.26572,0.26693,42580113
05/08/2003,11:00,0.26708,0.26791,0.26499,0.26571,28176537
05/08/2003,11:30,0.26587,0.26648,0.26497,0.26572,19869147
05/08/2003,12:00,0.26587,0.26587,0.26407,0.26512,57876076
05/08/2003,12:30,0.26514,0.26693,0.26467,0.26663,23392660
05/08/2003,13:00,0.26663,0.26768,0.26602,0.26708,33880700
05/08/2003,13:30,0.26708,0.26708,0.26467,0.26556,24105908
05/08/2003,14:00,0.26542,0.26618,0.26497,0.2661,22482939
05/08/2003,14:30,0.26618,0.26768,0.26602,0.26738,33635069
05/08/2003,15:00,0.26738,0.27163,0.26723,0.26979,95591873
05/08/2003,15:30,0.26979,0.2719,0.26949,0.27144,78590783
05/08/2003,16:00,0.27129,0.2719,0.27099,0.2719,3771597
05/08/2003,16:30,0.27129,0.27205,0.27114,0.27114,1541001
05/08/2003,17:00,0.27084,0.2722,0.27084,0.2722,13284
05/08/2003,17:30,0.27175,0.27175,0.27175,0.27175,13284
05/08/2003,18:00,0.27099,0.27099,0.27099,0.27099,13284
05/09/2003,08:00,0.27129,0.2734,0.27099,0.2734,405402
05/09/2003,08:30,0.27385,0.27536,0.27385,0.27536,797514
05/09/2003,09:00,0.27536,0.27566,0.2746,0.27551,1940615
05/09/2003,09:30,0.27581,0.27686,0.27295,0.27521,143422222
05/09/2003,10:00,0.27522,0.27566,0.27235,0.2737,71058977
05/09/2003,10:30,0.2737,0.274,0.27235,0.2734,30468772
05/09/2003,11:00,0.2734,0.27385,0.27265,0.2728,40219893
05/09/2003,11:30,0.2728,0.27343,0.26904,0.27084,53853635
05/09/2003,12:00,0.27084,0.27325,0.27084,0.2728,34493821
05/09/2003,12:30,0.2728,0.2734,0.27205,0.27236,23593150
05/09/2003,13:00,0.27235,0.2734,0.27159,0.2731,26855245
05/09/2003,13:30,0.27295,0.2746,0.27295,0.27385,21277571
05/09/2003,14:00,0.27415,0.27475,0.2731,0.27357,15026134
05/09/2003,14:30,0.2734,0.27385,0.27235,0.27355,22887351
05/09/2003,15:00,0.27355,0.27475,0.27325,0.2746,22895329
05/09/2003,15:30,0.2746,0.27536,0.27325,0.2746,61968863
05/09/2003,16:00,0.2746,0.27536,0.274,0.27432,1993117
05/09/2003,16:30,0.27536,0.27536,0.27506,0.27506,126273
05/09/2003,17:00,0.2746,0.27497,0.27445,0.27445,338943
05/09/2003,17:30,0.27445,0.27445,0.27445,0.27445,33230
05/09/2003,18:00,0.27445,0.27445,0.27445,0.27445,6646
05/12/2003,08:00,0.27236,0.27236,0.27236,0.27236,39876
05/12/2003,08:30,0.2731,0.2731,0.2731,0.2731,93043
05/12/2003,09:00,0.27265,0.27476,0.27248,0.27355,974759
05/12/2003,09:30,0.2731,0.27826,0.2728,0.27611,81431038
05/12/2003,10:00,0.27581,0.27822,0.27581,0.27611,44089891
05/12/2003,10:30,0.27611,0.28062,0.27506,0.28032,68661019
05/12/2003,11:00,0.28047,0.28062,0.27822,0.27852,22506105
05/12/2003,11:30,0.27822,0.28062,0.27806,0.27912,36550281
05/12/2003,12:00,0.27912,0.27987,0.27837,0.27897,17436060
05/12/2003,12:30,0.27894,0.27942,0.27776,0.27852,17860202
05/12/2003,13:00,0.27867,0.28032,0.27852,0.28032,50907819
05/12/2003,13:30,0.28017,0.28154,0.27987,0.28062,25102470
05/12/2003,14:00,0.28062,0.28107,0.28002,0.28017,19127115
05/12/2003,14:30,0.28017,0.28198,0.27942,0.28138,23741320
05/12/2003,15:00,0.28138,0.28168,0.28017,0.28047,11824635
05/12/2003,15:30,0.28062,0.28122,0.27927,0.27927,26941071
05/12/2003,16:00,0.27942,0.28047,0.27897,0.28047,1874154
05/12/2003,16:30,0.27972,0.27972,0.27897,0.27972,99689
05/12/2003,17:00,0.27972,0.27972,0.27972,0.27972,53167
05/12/2003,17:30,0.27912,0.27912,0.27912,0.27912,33230
05/12/2003,18:00,0.27912,0.27912,0.27912,0.27912,6646
05/13/2003,08:00,0.27686,0.27987,0.27656,0.27686,93044
05/13/2003,08:30,0.27656,0.27716,0.27656,0.27716,39876
05/13/2003,09:00,0.27677,0.27746,0.27656,0.27731,2712604
05/13/2003,09:30,0.27731,0.28062,0.27671,0.28047,78356862
05/13/2003,10:00,0.28047,0.28198,0.27912,0.27927,50503962
05/13/2003,10:30,0.27927,0.2802,0.27852,0.27957,33809980
05/13/2003,11:00,0.27972,0.28062,0.27882,0.27961,18828589
05/13/2003,11:30,0.27957,0.28122,0.27837,0.28122,22691868
05/13/2003,12:00,0.28122,0.28544,0.28062,0.28514,42347807
05/13/2003,12:30,0.28529,0.28529,0.28243,0.28455,58307149
05/13/2003,13:00,0.28469,0.28484,0.28318,0.28348,16321411
05/13/2003,13:30,0.28318,0.28378,0.28122,0.28138,21052785
05/13/2003,14:00,0.28122,0.28153,0.27942,0.27987,36874817
05/13/2003,14:30,0.27987,0.28107,0.27972,0.28047,13119604
05/13/2003,15:00,0.28037,0.28062,0.27761,0.27806,24217045
05/13/2003,15:30,0.27806,0.28077,0.27009,0.28032,78442527
05/13/2003,16:00,0.28002,0.28107,0.27883,0.27897,3962040
05/13/2003,16:30,0.28002,0.28002,0.28002,0.28002,39876
05/13/2003,17:00,0.28002,0.28002,0.27897,0.27897,112981
05/13/2003,17:30,0.27927,0.28086,0.27897,0.27897,1023474
05/13/2003,18:00,0.27883,0.28092,0.27883,0.28092,59814
05/14/2003,08:30,0.28047,0.28213,0.28032,0.28213,378818
05/14/2003,09:00,0.28153,0.28333,0.28062,0.28333,938405
05/14/2003,09:30,0.28333,0.28348,0.27942,0.28092,71589165
05/14/2003,10:00,0.28092,0.28107,0.27731,0.27837,38726531
05/14/2003,10:30,0.27822,0.28062,0.27822,0.27837,29478994
05/14/2003,11:00,0.27837,0.28017,0.27807,0.27867,19040906
05/14/2003,11:30,0.27852,0.28116,0.27837,0.28107,13455869
05/14/2003,12:00,0.28092,0.28138,0.27942,0.28002,9868600
05/14/2003,12:30,0.28002,0.28153,0.27972,0.28092,21053291
05/14/2003,13:00,0.28107,0.28168,0.28002,0.28047,10670628
05/14/2003,13:30,0.28047,0.28138,0.28032,0.28107,9055803
05/14/2003,14:00,0.28077,0.28109,0.27897,0.27912,21414297
05/14/2003,14:30,0.27912,0.27942,0.27761,0.27912,25680717
05/14/2003,15:00,0.27912,0.27927,0.27761,0.27867,19769966
05/14/2003,15:30,0.27882,0.27987,0.27761,0.27912,35187975
05/14/2003,16:00,0.27912,0.28036,0.27867,0.28036,19206722
05/14/2003,16:30,0.28003,0.28003,0.28003,0.28003,465215
05/14/2003,17:00,0.27927,0.27927,0.27927,0.27927,232607
05/14/2003,17:30,0.27897,0.27972,0.27897,0.27972,152856
05/15/2003,08:30,0.27927,0.27927,0.27927,0.27927,126273
05/15/2003,09:00,0.27987,0.28002,0.27942,0.28002,272483
05/15/2003,09:30,0.27987,0.28303,0.27852,0.28303,46745904
05/15/2003,10:00,0.28303,0.28363,0.27852,0.27942,33804210
05/15/2003,10:30,0.27942,0.28153,0.27791,0.27972,29450325
05/15/2003,11:00,0.27972,0.27972,0.27837,0.27837,20665666
05/15/2003,11:30,0.27837,0.28062,0.27837,0.2796,19798237
05/15/2003,12:00,0.27942,0.27987,0.27822,0.27897,30346199
05/15/2003,12:30,0.27897,0.28017,0.27867,0.27987,14619857
05/15/2003,13:00,0.27987,0.28062,0.27927,0.28062,9702861
05/15/2003,13:30,0.28032,0.28062,0.27957,0.28047,7394731
05/15/2003,14:00,0.28032,0.28092,0.27987,0.28047,10507023
05/15/2003,14:30,0.28047,0.28067,0.27927,0.28047,17922885
05/15/2003,15:00,0.28077,0.28077,0.27972,0.28017,10501704
05/15/2003,15:30,0.28017,0.28213,0.27969,0.28213,24354758
05/15/2003,16:00,0.28168,0.28213,0.27912,0.28183,2764177
05/15/2003,16:30,0.28061,0.28077,0.28061,0.28077,33230
05/15/2003,17:00,0.27987,0.27987,0.27912,0.27972,352235
05/15/2003,18:00,0.28183,0.28183,0.28183,0.28183,1030120
05/16/2003,08:00,0.28255,0.28255,0.2777,0.2777,138537
05/16/2003,08:30,0.28104,0.28104,0.28104,0.28104,6597
05/16/2003,09:00,0.28043,0.28392,0.28013,0.28119,1347303
05/16/2003,09:30,0.2818,0.2827,0.27967,0.28043,40082710
05/16/2003,10:00,0.28073,0.28073,0.2771,0.27816,37986588
05/16/2003,10:30,0.27801,0.28028,0.27785,0.27967,15926717
05/16/2003,11:00,0.27952,0.28137,0.27892,0.27982,44017620
05/16/2003,11:30,0.27982,0.28164,0.27982,0.28089,11369715
05/16/2003,12:00,0.28089,0.2824,0.2805,0.28225,14540758
05/16/2003,12:30,0.28225,0.28392,0.28225,0.28316,17037187
05/16/2003,13:00,0.28331,0.28363,0.28104,0.28164,9563195
05/16/2003,13:30,0.28164,0.28422,0.28149,0.28407,12856346
05/16/2003,14:00,0.28408,0.28558,0.28301,0.28468,16479677
05/16/2003,14:30,0.28468,0.28484,0.28301,0.28422,14124883
05/16/2003,15:00,0.28422,0.28483,0.28422,0.28468,16529091
05/16/2003,15:30,0.28468,0.28604,0.28468,0.28558,50762712
05/16/2003,16:00,0.28574,0.28801,0.27831,0.28786,23240864
05/16/2003,16:30,0.28619,0.28649,0.28619,0.28649,59373
05/16/2003,17:00,0.28649,0.28649,0.28468,0.28468,329850
05/16/2003,17:30,0.28786,0.28786,0.28513,0.28574,732266
05/19/2003,08:00,0.28213,0.28213,0.27912,0.27942,86398
05/19/2003,08:30,0.28094,0.28094,0.27987,0.27987,305713
05/19/2003,09:00,0.28061,0.28363,0.27897,0.27897,1392986
05/19/2003,09:30,0.27882,0.28062,0.27716,0.27776,53795441
05/19/2003,10:00,0.27791,0.27852,0.27521,0.27641,53308893
05/19/2003,10:30,0.27656,0.27776,0.27581,0.27656,33269501
05/19/2003,11:00,0.27641,0.27716,0.27581,0.27596,23744029
05/19/2003,11:30,0.27596,0.27611,0.27295,0.27295,37533660
05/19/2003,12:00,0.27295,0.27445,0.27175,0.27385,27540915
05/19/2003,12:30,0.27385,0.2746,0.2734,0.2737,29792687
05/19/2003,13:00,0.2737,0.27551,0.2737,0.27521,16617407
05/19/2003,13:30,0.27521,0.27551,0.27415,0.27415,17841516
05/19/2003,14:00,0.274,0.27433,0.2734,0.27385,17622268
05/19/2003,14:30,0.27394,0.27596,0.27394,0.27506,25009416
05/19/2003,15:00,0.27521,0.27581,0.27385,0.274,24341898
05/19/2003,15:30,0.274,0.2743,0.27265,0.27296,61193683
05/19/2003,16:00,0.27296,0.27671,0.2722,0.27671,10467465
05/19/2003,16:30,0.27235,0.2731,0.27235,0.2731,59813
05/19/2003,18:00,0.27265,0.27265,0.27265,0.27265,39876
05/20/2003,08:00,0.27299,0.27299,0.27277,0.27277,644371
05/20/2003,08:30,0.27278,0.27397,0.27278,0.27397,259077
05/20/2003,09:00,0.27397,0.27397,0.27247,0.27247,526126
05/20/2003,09:30,0.27247,0.27325,0.2678,0.2687,63729601
05/20/2003,10:00,0.2687,0.27187,0.2681,0.2681,88879591
05/20/2003,10:30,0.2681,0.27232,0.26765,0.27111,60532725
05/20/2003,11:00,0.27126,0.27171,0.26946,0.27081,14415574
05/20/2003,11:30,0.27066,0.27096,0.26929,0.27006,7616333
05/20/2003,12:00,0.27006,0.27021,0.26825,0.26855,14925824
05/20/2003,12:30,0.26855,0.2687,0.2672,0.26765,15377214
05/20/2003,13:00,0.2675,0.2678,0.26509,0.26524,19990977
05/20/2003,13:30,0.26539,0.2681,0.26524,0.2663,21482795
05/20/2003,14:00,0.26645,0.26705,0.26554,0.26614,16052608
05/20/2003,14:30,0.26599,0.26675,0.26494,0.26614,38609971
05/20/2003,15:00,0.26645,0.26825,0.26584,0.2675,14215686
05/20/2003,15:30,0.26765,0.26931,0.26705,0.2675,25427206
05/20/2003,16:00,0.2678,0.26976,0.26765,0.26946,2657200
05/20/2003,16:30,0.27021,0.27081,0.2678,0.27077,564655
05/20/2003,17:00,0.26887,0.26887,0.26887,0.26887,53144
05/20/2003,17:30,0.2678,0.2678,0.26765,0.26765,1348529
05/21/2003,08:00,0.26934,0.26934,0.26934,0.26934,19938
05/21/2003,08:30,0.26768,0.26783,0.26768,0.26783,2578619
05/21/2003,09:00,0.26773,0.26788,0.26723,0.26768,285775
05/21/2003,09:30,0.26768,0.27084,0.26588,0.26753,53545635
05/21/2003,10:00,0.26768,0.2722,0.26753,0.27002,54927326
05/21/2003,10:30,0.27024,0.27129,0.26874,0.26994,26924978
05/21/2003,11:00,0.26994,0.27054,0.26859,0.26964,19432292
05/21/2003,11:30,0.27009,0.27024,0.26859,0.26949,11241986
05/21/2003,12:00,0.26949,0.26949,0.26798,0.26919,10250943
05/21/2003,12:30,0.26919,0.26979,0.26798,0.26904,12546516
05/21/2003,13:00,0.26919,0.27039,0.26828,0.26889,11948047
05/21/2003,13:30,0.26889,0.26889,0.26768,0.26768,12543260
05/21/2003,14:00,0.26768,0.26844,0.26708,0.26803,24669014
05/21/2003,14:30,0.26815,0.26844,0.26752,0.26828,12893431
05/21/2003,15:00,0.26813,0.26824,0.26693,0.26723,13676454
05/21/2003,15:30,0.26708,0.26904,0.26678,0.26844,27108669
05/21/2003,16:00,0.26859,0.26874,0.26618,0.26798,1348593
05/21/2003,17:00,0.26874,0.26874,0.26874,0.26874,6646
05/21/2003,17:30,0.26859,0.26874,0.26859,0.26859,1063348
05/21/2003,18:00,0.2671,0.2671,0.2671,0.2671,657947
05/22/2003,08:00,0.26859,0.26859,0.26859,0.26859,6646
05/22/2003,09:00,0.26859,0.26949,0.26828,0.26949,212670
05/22/2003,09:30,0.26919,0.27069,0.26693,0.26949,18372030
05/22/2003,10:00,0.26934,0.2731,0.26874,0.2731,21977719
05/22/2003,10:30,0.2731,0.27611,0.27295,0.27534,28940734
05/22/2003,11:00,0.27506,0.27686,0.2746,0.27596,14647252
05/22/2003,11:30,0.27596,0.27671,0.274,0.2746,11589585
05/22/2003,12:00,0.2746,0.27611,0.274,0.2749,9946114
05/22/2003,12:30,0.27475,0.27506,0.27415,0.27506,5321071
05/22/2003,13:00,0.27492,0.27536,0.274,0.27521,5639746
05/22/2003,13:30,0.27521,0.27536,0.27506,0.27536,5248765
05/22/2003,14:00,0.27534,0.27611,0.2746,0.2746,8704385
05/22/2003,14:30,0.2746,0.2749,0.274,0.27445,10484100
05/22/2003,15:00,0.2746,0.27566,0.27415,0.27521,14054034
05/22/2003,15:30,0.27506,0.27521,0.27295,0.27445,21024226
05/22/2003,16:00,0.27445,0.27521,0.27295,0.27385,2053993
05/22/2003,16:30,0.27385,0.27445,0.27385,0.27445,1129809
05/22/2003,17:30,0.27445,0.27445,0.27445,0.27445,1209561
05/23/2003,08:00,0.27656,0.27656,0.27656,0.27656,6646
05/23/2003,09:00,0.2743,0.2743,0.2722,0.27385,398756
05/23/2003,09:30,0.274,0.27475,0.27024,0.27129,24265549
05/23/2003,10:00,0.27144,0.2734,0.27084,0.27099,24092885
05/23/2003,10:30,0.27099,0.27325,0.27099,0.27235,12091667
05/23/2003,11:00,0.27235,0.27385,0.2722,0.27325,10089846
05/23/2003,11:30,0.27355,0.27686,0.27355,0.27551,18368215
05/23/2003,12:00,0.27536,0.27716,0.27445,0.27703,15793453
05/23/2003,12:30,0.27701,0.27776,0.27626,0.27641,9913000
05/23/2003,13:00,0.27641,0.27686,0.27551,0.27581,8415339
05/23/2003,13:30,0.27566,0.27686,0.27536,0.27641,5405333
05/23/2003,14:00,0.27641,0.27686,0.27623,0.27671,6035965
05/23/2003,14:30,0.27686,0.27686,0.27521,0.27596,6256409
05/23/2003,15:00,0.27596,0.27611,0.27521,0.27537,8566534
05/23/2003,15:30,0.27536,0.27641,0.27475,0.27506,18147638
05/23/2003,16:00,0.27551,0.27596,0.27445,0.27445,10808805
05/23/2003,16:30,0.27626,0.27626,0.27626,0.27626,145480
05/23/2003,17:00,0.27566,0.27566,0.27566,0.27566,166148
05/23/2003,17:30,0.27569,0.27569,0.27569,0.27569,27248
05/27/2003,08:00,0.27272,0.2737,0.27069,0.27069,1375708
05/27/2003,08:30,0.27009,0.27069,0.27009,0.27011,329306
05/27/2003,09:00,0.26994,0.27551,0.26964,0.27053,1525241
05/27/2003,09:30,0.27024,0.27506,0.26949,0.27445,43869397
05/27/2003,10:00,0.2743,0.27852,0.2728,0.27852,38870324
05/27/2003,10:30,0.27837,0.28138,0.27791,0.28122,26139313
05/27/2003,11:00,0.28122,0.28288,0.28032,0.28138,20703405
05/27/2003,11:30,0.28138,0.28243,0.28092,0.28138,24377213
05/27/2003,12:00,0.28138,0.28288,0.28077,0.28258,15814524
05/27/2003,12:30,0.28256,0.28258,0.28138,0.28141,7531303
05/27/2003,13:00,0.28153,0.28213,0.28085,0.28213,18983506
05/27/2003,13:30,0.28198,0.28243,0.28062,0.28107,16581068
05/27/2003,14:00,0.28128,0.28169,0.28032,0.28122,12930790
05/27/2003,14:30,0.28122,0.28243,0.28032,0.28228,20193464
05/27/2003,15:00,0.28228,0.28348,0.28183,0.28318,18134093
05/27/2003,15:30,0.28318,0.28438,0.28243,0.28438,27442316
05/27/2003,16:00,0.28407,0.28438,0.28183,0.28363,6362815
05/27/2003,16:30,0.28363,0.28363,0.28348,0.28348,179440
05/27/2003,18:00,0.28355,0.28408,0.28355,0.28408,199378
05/28/2003,08:00,0.28416,0.28416,0.28296,0.28416,126238
05/28/2003,08:30,0.28401,0.28431,0.28401,0.28431,205969
05/28/2003,09:00,0.28326,0.28386,0.27814,0.27814,3817069
05/28/2003,09:30,0.27844,0.28077,0.27423,0.27754,65722658
05/28/2003,10:00,0.27784,0.27814,0.27465,0.27709,42870351
05/28/2003,10:30,0.27739,0.27784,0.2768,0.2771,15234120
05/28/2003,11:00,0.27709,0.27859,0.27709,0.27814,14110526
05/28/2003,11:30,0.27814,0.27859,0.27754,0.27799,11942672
05/28/2003,12:00,0.27785,0.27799,0.27678,0.27712,11610864
05/28/2003,12:30,0.27707,0.27712,0.2756,0.27575,11995623
05/28/2003,13:00,0.27584,0.27588,0.27317,0.27392,51733058
05/28/2003,13:30,0.27377,0.27558,0.27377,0.27438,27086957
05/28/2003,14:00,0.27438,0.27618,0.27377,0.27573,13836188
05/28/2003,14:30,0.27573,0.27575,0.27332,0.27543,14669230
05/28/2003,15:00,0.27543,0.27648,0.27528,0.27543,26078310
05/28/2003,15:30,0.27543,0.27558,0.27468,0.27483,28789394
05/28/2003,16:00,0.27468,0.27513,0.27468,0.27513,15872886
05/28/2003,16:30,0.27513,0.27513,0.27513,0.27513,2744037
05/28/2003,17:00,0.27513,0.27513,0.27513,0.27513,5993029
05/28/2003,17:30,0.27513,0.27513,0.27513,0.27513,1494935
05/28/2003,18:00,0.27528,0.27528,0.27528,0.27528,33221
05/29/2003,08:30,0.27507,0.27957,0.27507,0.27521,1192946
05/29/2003,09:00,0.27581,0.27612,0.27474,0.27536,581187
05/29/2003,09:30,0.27521,0.27611,0.27159,0.2746,39040544
05/29/2003,10:00,0.2746,0.27641,0.27385,0.27596,38983390
05/29/2003,10:30,0.27596,0.27837,0.2749,0.27626,27709956
05/29/2003,11:00,0.27611,0.27716,0.27596,0.2767,16330988
05/29/2003,11:30,0.27686,0.27791,0.27611,0.27701,9290950
05/29/2003,12:00,0.27701,0.27701,0.27521,0.27521,10900529
05/29/2003,12:30,0.27521,0.27536,0.27235,0.274,22349943
05/29/2003,13:00,0.27385,0.274,0.26934,0.26994,36368543
05/29/2003,13:30,0.27009,0.27235,0.26979,0.2719,23866941
05/29/2003,14:00,0.27175,0.27385,0.27114,0.27325,44287774
05/29/2003,14:30,0.27325,0.27566,0.27265,0.2746,16907587
05/29/2003,15:00,0.27445,0.27445,0.27069,0.2728,26469159
05/29/2003,15:30,0.2728,0.27415,0.27084,0.2725,42643502
05/29/2003,16:00,0.27265,0.2728,0.27205,0.27235,7231043
05/29/2003,16:30,0.27205,0.27265,0.27205,0.27265,2875164
05/29/2003,17:00,0.27265,0.27265,0.27265,0.27265,79751
05/29/2003,17:30,0.27265,0.27265,0.27265,0.27265,19938
05/30/2003,09:00,0.2725,0.2731,0.2725,0.27295,66460
05/30/2003,09:30,0.27265,0.27355,0.26377,0.26949,79007354
05/30/2003,10:00,0.26949,0.27265,0.26859,0.26979,41805828
05/30/2003,10:30,0.26994,0.27263,0.26964,0.27069,23083175
05/30/2003,11:00,0.27054,0.27084,0.26708,0.26783,26665733
05/30/2003,11:30,0.26783,0.26994,0.26768,0.26904,19926362
05/30/2003,12:00,0.26904,0.27054,0.26904,0.26979,12947203
05/30/2003,12:30,0.26979,0.27099,0.26919,0.26934,11561328
05/30/2003,13:00,0.26949,0.26964,0.26753,0.26828,27280485
05/30/2003,13:30,0.26828,0.26964,0.26783,0.26919,13315588
05/30/2003,14:00,0.26919,0.27159,0.26919,0.27084,15409323
05/30/2003,14:30,0.27084,0.27205,0.26874,0.26949,22300023
05/30/2003,15:00,0.26949,0.27054,0.26889,0.26934,17820862
05/30/2003,15:30,0.26926,0.27099,0.26904,0.26934,79336593
05/30/2003,16:00,0.26934,0.27074,0.26919,0.27039,9657201
05/30/2003,16:30,0.27039,0.27059,0.27009,0.27039,8154555
05/30/2003,17:00,0.27039,0.27053,0.27039,0.27044,2485578
05/30/2003,17:30,0.27069,0.27069,0.26889,0.26889,697823
05/30/2003,18:00,0.27039,0.27039,0.27039,0.27039,93043
06/02/2003,08:00,0.27099,0.27099,0.27099,0.27099,1063350
06/02/2003,08:30,0.27084,0.27099,0.27084,0.27099,604780
06/02/2003,09:00,0.27265,0.27385,0.27265,0.2734,1302602
06/02/2003,09:30,0.27235,0.27521,0.26874,0.26889,41588334
06/02/2003,10:00,0.26889,0.27099,0.26859,0.26934,55896032
06/02/2003,10:30,0.26934,0.27295,0.26889,0.27159,29232409
06/02/2003,11:00,0.27159,0.27235,0.27069,0.27114,13643639
06/02/2003,11:30,0.27114,0.2731,0.27114,0.27265,12794223
06/02/2003,12:00,0.27257,0.2734,0.27114,0.27129,19680011
06/02/2003,12:30,0.27129,0.27265,0.27114,0.2722,12015785
06/02/2003,13:00,0.27205,0.2728,0.27175,0.27205,16524849
06/02/2003,13:30,0.27205,0.2725,0.27159,0.27159,17367224
06/02/2003,14:00,0.27159,0.27235,0.26994,0.27054,32981579
06/02/2003,14:30,0.27054,0.27069,0.26497,0.26527,46188049
06/02/2003,15:00,0.26558,0.26558,0.25986,0.26106,63943260
06/02/2003,15:30,0.26121,0.26302,0.26121,0.26212,57476898
06/02/2003,16:00,0.26272,0.26287,0.26168,0.26257,15839186
06/02/2003,16:30,0.25956,0.26257,0.25956,0.26257,2824523
06/02/2003,17:00,0.26106,0.26106,0.26106,0.26106,26584
06/03/2003,08:00,0.26257,0.26257,0.26257,0.26257,6645926
06/03/2003,08:30,0.26197,0.26257,0.26197,0.26197,3462527
06/03/2003,09:00,0.26166,0.26859,0.26016,0.26302,538852
06/03/2003,09:30,0.26242,0.26332,0.2561,0.26076,62109365
