Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
dlinear,AAPL.csv,Close,24,72,24,1007859916,0,2024-05-07T00:00:00,2024-06-07T00:00:00,41.252,5.7882,3.043,56.52
dlinear,AAPL.csv,Close,24,72,24,1007859916,1,2024-06-11T00:00:00,2024-07-12T00:00:00,646.2707,23.5684,10.6941,52.17
dlinear,AAPL.csv,Close,24,72,24,1007859916,2,2024-07-17T00:00:00,2024-08-19T00:00:00,125.216,9.5768,4.4588,56.52
dlinear,AAPL.csv,Close,24,72,24,1007859916,3,2024-08-20T00:00:00,2024-09-20T00:00:00,8.5404,2.3172,1.0445,60.87
dlinear,AAPL.csv,Close,24,72,24,1007859916,4,2024-09-24T00:00:00,2024-10-25T00:00:00,12.9738,2.7718,1.2104,65.22
dlinear,AAPL.csv,Close,24,72,24,1007859916,5,2024-10-28T00:00:00,2024-11-28T00:00:00,30.482,4.4473,1.966,52.17
dlinear,AAPL.csv,Close,24,72,24,1007859916,6,2024-12-02T00:00:00,2025-01-02T00:00:00,144.4131,10.7315,4.2959,47.83
dlinear,AAPL.csv,Close,24,72,24,1007859916,7,2025-01-07T00:00:00,2025-02-07T00:00:00,183.8214,12.2834,5.3824,52.17
dlinear,AAPL.csv,Close,24,72,24,1007859916,8,2025-02-12T00:00:00,2025-03-17T00:00:00,146.9788,11.3886,4.919,52.17
dlinear,AAPL.csv,Close,24,72,24,1007859916,9,2025-03-19T00:00:00,2025-04-21T00:00:00,478.2852,17.0282,8.8204,47.83
dlinear,AAPL.csv,Close,24,72,24,1007859916,10,2025-04-23T00:00:00,2025-05-26T00:00:00,92.6259,8.0551,3.8665,56.52
dlinear,AAPL.csv,Close,24,72,24,1007859916,11,2025-05-28T00:00:00,2025-06-30T00:00:00,40.7652,5.1149,2.5708,43.48
dlinear,AAPL.csv,Close,24,72,24,1007859916,12,2025-07-02T00:00:00,2025-08-04T00:00:00,12.2526,2.9723,1.4108,60.87
dlinear,AAPL.csv,Close,24,72,24,1007859916,13,2025-08-06T00:00:00,2025-09-08T00:00:00,678.7285,25.3778,10.9818,52.17
dlinear,AAPL.csv,Close,24,72,24,1007859916,14,2025-09-10T00:00:00,2025-10-13T00:00:00,295.3965,15.2073,6.0286,43.48
dlinear,AAPL.csv,Close,24,72,24,1007859916,15,2025-10-14T00:00:00,2025-11-14T00:00:00,466.285,18.9382,7.0397,39.13
dlinear,AAPL.csv,Close,24,72,24,1007859916,16,2025-11-17T00:00:00,2025-12-18T00:00:00,32.0651,4.8304,1.7427,52.17
