Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
AAPL.csv,Close,deepAR,24,72,24,17,1161058640,76.33,11,13980.5257,115.2687,50.3021,48.16
AAPL.csv,Close,nbeats,24,72,24,17,1161058640,30.32,28,361.6907,14.8507,6.3936,52.58
AAPL.csv,Close,tsmixer,24,72,24,17,1161058640,31.83,58,201.7574,10.9079,4.8012,52.33
AAPL.csv,Close,tft,24,72,24,17,1161058640,50.16,25,5956.8052,72.4856,31.3009,51.35
AAPL.csv,Close,dlinear,24,72,24,17,1161058640,7.64,13,202.0113,10.6713,4.7083,51.35
