Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
TSLA.csv,Close,deepAR,24,72,24,17,739840157,381.16,58,17086.9276,106.7259,30.8294,51.84
TSLA.csv,Close,nbeats,24,72,24,17,739840157,26.65,24,3479.0206,47.6591,15.3793,45.95
TSLA.csv,Close,tsmixer,24,72,24,17,739840157,32.7,61,2226.9575,35.6018,11.357,46.93
TSLA.csv,Close,tft,24,72,24,17,739840157,17.58,7,12560.6386,90.8726,28.4731,50.61
TSLA.csv,Close,dlinear,24,72,24,17,739840157,7.24,12,2374.6416,35.7597,11.1007,51.84
