Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh1.csv,OT,deepAR,192,768,989490448,1588.71,23,10.2131,2.8376,49.8841,54.97
ETTh1.csv,OT,nbeats,192,768,989490448,133.09,11,11.6666,2.8037,55.3721,45.03
ETTh1.csv,OT,tsmixer,192,768,989490448,46.19,8,20.6704,3.5506,88.1418,46.07
ETTh1.csv,OT,tft,192,768,989490448,644.74,5,546.3975,22.9302,414.9575,42.93
ETTh1.csv,OT,dlinear,192,768,989490448,32.61,9,18.5745,3.7008,49.5719,53.93
