Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh2.csv,OT,deepAR,96,384,1154215825,1068.95,32,463.5098,20.4043,106.9752,82.11
ETTh2.csv,OT,nbeats,96,384,1154215825,65.68,11,81.5133,7.5968,29.3296,70.53
ETTh2.csv,OT,tsmixer,96,384,1154215825,193.51,15,97.8992,8.6189,47.7145,61.05
ETTh2.csv,OT,tft,96,384,1154215825,542.45,19,102.5208,8.5213,36.7126,47.37
ETTh2.csv,OT,dlinear,96,384,1154215825,38.62,16,72.5112,7.0655,26.5125,94.74
