epoch,step,train_loss,val_loss
0,35,,0.008136683919115293
1,49,0.7740886098029973,
1,71,,0.0563085623501743
2,99,1.3436911416014106,
2,107,,0.030025518119377096
3,143,,0.015493401174645656
4,149,0.623996880429649,
4,179,,0.05177634165691934
5,199,1.0095066735578773,
5,215,,0.06335740812947908
6,249,1.8486462003397302,
6,251,,0.6392779697325671
7,287,,0.3556769665629432
8,299,0.42417866088266104,
8,323,,0.19550303524318913
9,349,0.5236512378040198,
9,359,,0.581548239927007
10,395,,0.5830321162306038
