epoch,step,train_loss,val_loss
0,11,,1.4776137088802292
1,23,,1.3133128834852041
2,35,,1.4737785349039376
3,47,,1.4163349297615258
4,49,0.21241332096990653,
4,59,,1.3805101067148202
5,71,,1.323265206736867
6,83,,1.2348981694172463
7,95,,1.2718763641756414
8,99,0.16080310967903327,
8,107,,1.2940354254301645
9,119,,1.5726030964734192
10,131,,1.2130162728792158
11,143,,1.2818320063867963
12,149,0.13625682199524358,
12,155,,1.2638720772527967
13,167,,1.3732188429644467
14,179,,1.4865262522665899
15,191,,1.4146132816064585
16,199,0.11307618747633454,
16,203,,1.4360277082610446
17,215,,1.5274667939706519
18,227,,1.6596218342672826
19,239,,1.7980046336118605
20,249,0.08892659814277654,
20,251,,1.5846643199888077
