Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
tsmixer,weather.csv,OT,192,96,24,426033689,0,2020-11-07T03:10:00+00:00,2020-11-15T02:10:00+00:00,466.4245,17.632,3.9049,50.26
tsmixer,weather.csv,OT,192,96,24,426033689,1,2020-11-07T07:10:00+00:00,2020-11-15T06:10:00+00:00,319.5426,14.331,3.1882,42.93
tsmixer,weather.csv,OT,192,96,24,426033689,2,2020-11-07T11:10:00+00:00,2020-11-15T10:10:00+00:00,136.8591,10.2086,2.3051,47.64
tsmixer,weather.csv,OT,192,96,24,426033689,3,2020-11-07T15:10:00+00:00,2020-11-15T14:10:00+00:00,145.5008,10.4434,2.3425,48.69
tsmixer,weather.csv,OT,192,96,24,426033689,4,2020-11-07T19:10:00+00:00,2020-11-15T18:10:00+00:00,214.155,12.6254,2.8075,49.21
tsmixer,weather.csv,OT,192,96,24,426033689,5,2020-11-07T23:10:00+00:00,2020-11-15T22:10:00+00:00,332.0062,15.6069,3.4342,53.93
tsmixer,weather.csv,OT,192,96,24,426033689,6,2020-11-08T03:10:00+00:00,2020-11-16T02:10:00+00:00,349.8665,16.3015,3.535,50.26
tsmixer,weather.csv,OT,192,96,24,426033689,7,2020-11-08T07:10:00+00:00,2020-11-16T06:10:00+00:00,388.0575,17.196,3.6987,49.74
tsmixer,weather.csv,OT,192,96,24,426033689,8,2020-11-08T11:10:00+00:00,2020-11-16T10:10:00+00:00,423.8038,17.7405,3.7781,49.21
tsmixer,weather.csv,OT,192,96,24,426033689,9,2020-11-08T15:10:00+00:00,2020-11-16T14:10:00+00:00,588.2299,20.4259,4.2714,47.12
tsmixer,weather.csv,OT,192,96,24,426033689,10,2020-11-08T19:10:00+00:00,2020-11-16T18:10:00+00:00,620.662,22.1276,4.6218,52.88
