epoch,step,train_loss,val_loss
0,49,2.2444993766127137,
0,99,3.0136708286125224,
0,149,3.033115672594189,
0,199,2.002923596906639,
0,249,2.089678241071088,
0,299,1.9494614937915942,
0,349,1.7881464193306063,
0,372,,3.3907982294928543
1,399,2.071524536707689,
1,449,1.8561983705362444,
1,499,1.7760626577312557,
1,549,1.6465503211328933,
1,599,1.6791578531034426,
1,649,1.5973844325932962,
1,699,1.5286924943604066,
1,745,,3.4159020695699085
2,749,1.713825130007029,
2,799,1.6585043185939505,
2,849,1.7267187450953618,
2,899,1.6778881296372161,
2,949,1.8009691014884184,
2,999,1.6817371414727456,
2,1049,1.5371027070443888,
2,1099,1.5623715264232239,
2,1118,,3.8997144085038506
3,1149,1.8435787019151109,
3,1199,1.8525742725085865,
3,1249,1.613519663315385,
3,1299,1.5969419835098422,
3,1349,1.6796684448388952,
3,1399,1.6978004879163282,
3,1449,1.6132953930991007,
3,1491,,4.769686211219984
4,1499,1.6538459044600886,
4,1549,1.6663807578010368,
4,1599,1.4856099843621717,
4,1649,1.6015919713703863,
4,1699,1.5285641809645754,
4,1749,1.6945212782932693,
4,1799,1.5376082886898614,
4,1849,1.6819019750625888,
4,1864,,5.720389313904422
5,1899,1.5583876888755175,
5,1949,1.581995938833745,
5,1999,1.5970696528531374,
5,2049,1.7093544940308902,
5,2099,1.447181242782743,
5,2149,1.683354252325689,
5,2199,1.5441915983046108,
5,2237,,6.487898699197927
