Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh1.csv,OT,deepAR,192,768,1800774349,1400.83,19,7.601,2.4142,46.3179,52.88
ETTh1.csv,OT,nbeats,192,768,1800774349,113.54,9,9.0785,2.526,53.9716,49.21
ETTh1.csv,OT,tsmixer,192,768,1800774349,51.16,9,20.289,3.4917,87.5371,46.6
ETTh1.csv,OT,tft,192,768,1800774349,689.11,5,18.4604,3.3734,73.7672,45.03
ETTh1.csv,OT,dlinear,192,768,1800774349,38.51,11,14.0833,3.2755,49.2982,55.5
