epoch,step,train_loss,val_loss
0,49,4.398029483621055,
0,99,3.8283836475908424,
0,149,3.3411491694417585,
0,199,3.1264724824540395,
0,249,3.142053636882205,
0,299,3.536452951794292,
0,349,3.3116731210971553,
0,399,3.315322850619321,
0,449,3.0598880499437984,
0,499,3.2045929960333006,
0,549,3.2342206585359543,
0,566,,3.7283376269328485
1,599,3.3659540962181866,
1,649,3.2208885895323514,
1,699,3.2542599220690267,
1,749,3.176565657264338,
1,799,3.017289816162225,
1,849,3.076331771038344,
1,899,3.106696608010092,
1,949,3.1903723622439193,
1,999,3.2351193383037846,
1,1049,3.048309340318414,
1,1099,3.1591953530619343,
1,1133,,3.6356173169241583
2,1149,3.1246268923503995,
2,1199,3.108259072297793,
2,1249,3.0846820552095586,
2,1299,2.858699919120655,
2,1349,3.1895573258447802,
2,1399,3.0049891694316644,
2,1449,2.912540994559567,
2,1499,2.9865916597356716,
2,1549,2.9659252210717124,
2,1599,2.9418616059439593,
2,1649,3.103785339314417,
2,1699,2.8842931301904913,
2,1700,,3.520822707581437
3,1749,2.8813752294422095,
3,1799,2.6930249514428963,
3,1849,2.4701437527261056,
3,1899,2.609120299326939,
3,1949,2.9623845616334976,
3,1999,2.9268835514042157,
3,2049,2.735946378251704,
3,2099,2.7438375386234313,
3,2149,2.5812640594724,
3,2199,2.659647394949988,
3,2249,2.7925740621955812,
3,2267,,3.5011275258586383
4,2299,2.4626529679687073,
4,2349,2.733397557617748,
4,2399,2.627671216420568,
4,2449,2.5512134270111377,
4,2499,2.7422282850156776,
4,2549,2.5733511979514323,
4,2599,2.508356966196721,
4,2649,2.4666662296214397,
4,2699,2.4604163291178347,
4,2749,2.7941233346922267,
4,2799,2.5738872452731747,
4,2834,,3.4706210322877036
5,2849,2.711489269050017,
5,2899,2.554853753999696,
5,2949,2.5923545559736856,
5,2999,2.6899704672983535,
5,3049,2.82645010024171,
5,3099,2.469874763888887,
5,3149,2.7653336604962373,
5,3199,2.559810013844622,
5,3249,2.5084863515848523,
5,3299,2.5953239955680516,
5,3349,2.4301253774225695,
5,3399,2.569545749340636,
5,3401,,3.4511033563052687
6,3449,2.443374619486601,
6,3499,2.5423759702670456,
6,3549,2.594449339695307,
6,3599,2.3688513827743143,
6,3649,2.514274523299828,
6,3699,2.38548418860442,
6,3749,2.488961093164285,
6,3799,2.273638981059724,
6,3849,2.569877573759361,
6,3899,2.328111351792007,
6,3949,2.353379521569056,
6,3968,,3.4838308170322505
7,3999,2.477995688655928,
7,4049,2.359004795428306,
7,4099,2.332924776440265,
7,4149,2.5059311091538223,
7,4199,2.4257624909072812,
7,4249,2.503340225314037,
7,4299,2.6696795205732613,
7,4349,2.482446927607925,
7,4399,2.7656951914614174,
7,4449,2.433640194666075,
7,4499,2.312206326502869,
7,4535,,3.4847394851540137
8,4549,2.3578052272461094,
8,4599,2.416685706694348,
8,4649,2.3282545617684605,
8,4699,2.2403836263396966,
8,4749,2.3778961197403983,
8,4799,2.5066433583927594,
8,4849,2.639905220684212,
8,4899,2.019480765084615,
8,4949,1.7948958405992137,
8,4999,1.933242014003996,
8,5049,2.0527684786873635,
8,5099,1.8028941667648335,
8,5102,,3.249076598204402
9,5149,1.8700625542118896,
9,5199,1.8516005261004351,
9,5249,1.774693509181418,
9,5299,1.9274936136967566,
9,5349,1.7828362224237786,
9,5399,1.7874445629497449,
9,5449,1.6961627115084958,
9,5499,1.557123442627757,
9,5549,1.837715125733924,
9,5599,1.9056717425580931,
9,5649,1.7860305773006862,
9,5669,,2.97870071454119
10,5699,1.793593469377596,
10,5749,1.5866327047704565,
10,5799,1.6223354026457573,
10,5849,1.7560346380523182,
10,5899,1.5923727609325073,
10,5949,1.6470531445327796,
10,5999,1.565130131899487,
10,6049,1.5125849460487935,
10,6099,1.675388019515946,
10,6149,1.4039156047665085,
10,6199,1.4848791129950674,
10,6236,,2.675139815009562
11,6249,1.4513912122983577,
11,6299,1.465944782422405,
11,6349,1.5386240682216177,
11,6399,1.466458296969001,
11,6449,1.4716022475942552,
11,6499,1.5259391029617504,
11,6549,1.4486659428938824,
11,6599,1.5292689372312378,
11,6649,1.4006776790203372,
11,6699,1.573353376891275,
11,6749,1.5458112533792345,
11,6799,1.5566536588489097,
11,6803,,2.854357039718962
12,6849,1.5071516612483844,
12,6899,1.6471951866039467,
12,6949,1.4178778075146763,
12,6999,1.616978187785562,
12,7049,1.5640730780245757,
12,7099,1.4885228214014952,
12,7149,1.4846060563626793,
12,7199,1.456588951001461,
12,7249,1.5799174899884119,
12,7299,1.543790941115023,
12,7349,1.5662744544736844,
12,7370,,2.876517220420761
13,7399,1.4478917214244575,
13,7449,1.4004710787198609,
13,7499,1.4706240174338432,
13,7549,1.6886818822713119,
13,7599,1.5465941431827943,
13,7649,1.5807409035210622,
13,7699,1.3889761500885787,
13,7749,1.4268309570014663,
13,7799,1.5827890378328076,
13,7849,1.5126902092254775,
13,7899,1.477997586326659,
13,7937,,2.7999619675142737
14,7949,1.4208509004298162,
14,7999,1.2925439551101363,
14,8049,1.3737695486264585,
14,8099,1.4984781264638711,
14,8149,1.3692171981587666,
14,8199,1.4315120878079661,
14,8249,1.4398275164488958,
14,8299,1.4147026121744297,
14,8349,1.2989464997288156,
14,8399,1.4151678613339027,
14,8449,1.4589279664895163,
14,8499,1.373613887381199,
14,8504,,2.855459167999592
15,8549,1.3556653892802075,
15,8599,1.4373653816901664,
15,8649,1.383034358843725,
15,8699,1.4450665630201907,
15,8749,1.3475172738451806,
15,8799,1.3389370616374263,
15,8849,1.3807862583121557,
15,8899,1.2813158519930692,
15,8949,1.319937275315823,
15,8999,1.417973781137227,
15,9049,1.3610807386249952,
15,9071,,2.840111088727876
