Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
dlinear,weather.csv,OT,192,96,24,1306745857,0,2020-11-07T03:30:00,2020-11-15T02:30:00,1316.4996,33.3405,7.3618,46.07
dlinear,weather.csv,OT,192,96,24,1306745857,1,2020-11-07T07:30:00,2020-11-15T06:30:00,1122.5582,30.929,6.8649,52.88
dlinear,weather.csv,OT,192,96,24,1306745857,2,2020-11-07T11:30:00,2020-11-15T10:30:00,1057.1135,28.3932,6.3236,59.69
dlinear,weather.csv,OT,192,96,24,1306745857,3,2020-11-07T15:30:00,2020-11-15T14:30:00,1248.0929,31.9088,7.0867,56.54
dlinear,weather.csv,OT,192,96,24,1306745857,4,2020-11-07T19:30:00,2020-11-15T18:30:00,1452.5485,35.4472,7.828,51.83
dlinear,weather.csv,OT,192,96,24,1306745857,5,2020-11-07T23:30:00,2020-11-15T22:30:00,1656.36,37.7535,8.2737,46.07
dlinear,weather.csv,OT,192,96,24,1306745857,6,2020-11-08T03:30:00,2020-11-16T02:30:00,2166.0702,44.1245,9.5767,47.12
dlinear,weather.csv,OT,192,96,24,1306745857,7,2020-11-08T07:30:00,2020-11-16T06:30:00,2326.2212,45.1842,9.7375,51.83
dlinear,weather.csv,OT,192,96,24,1306745857,8,2020-11-08T11:30:00,2020-11-16T10:30:00,2680.8664,47.1499,10.0506,46.6
dlinear,weather.csv,OT,192,96,24,1306745857,9,2020-11-08T15:30:00,2020-11-16T14:30:00,3353.6971,54.4,11.4802,49.21
dlinear,weather.csv,OT,192,96,24,1306745857,10,2020-11-08T19:30:00,2020-11-16T18:30:00,3935.2793,60.3316,12.6495,42.41
dlinear,weather.csv,OT,192,96,24,1306745857,11,2020-11-08T23:30:00,2020-11-16T22:30:00,4056.9756,60.8211,12.6902,48.69
dlinear,weather.csv,OT,192,96,24,1306745857,12,2020-11-09T03:30:00,2020-11-17T02:30:00,4187.0911,62.7218,13.0762,48.69
dlinear,weather.csv,OT,192,96,24,1306745857,13,2020-11-09T07:30:00,2020-11-17T06:30:00,3840.7018,59.5486,12.45,45.55
dlinear,weather.csv,OT,192,96,24,1306745857,14,2020-11-09T11:30:00,2020-11-17T10:30:00,3499.5017,55.571,11.6736,46.07
dlinear,weather.csv,OT,192,96,24,1306745857,15,2020-11-09T15:30:00,2020-11-17T14:30:00,3219.0811,53.5503,11.2932,44.5
dlinear,weather.csv,OT,192,96,24,1306745857,16,2020-11-09T19:30:00,2020-11-17T18:30:00,2969.9375,52.0106,11.0391,49.74
dlinear,weather.csv,OT,192,96,24,1306745857,17,2020-11-09T23:30:00,2020-11-17T22:30:00,2630.865,49.2226,10.5393,47.12
dlinear,weather.csv,OT,192,96,24,1306745857,18,2020-11-10T03:30:00,2020-11-18T02:30:00,2802.9532,49.9113,10.6577,53.93
