Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
tsmixer,weather.csv,OT,96,96,24,433974621,0,2020-11-07T03:10:00+00:00,2020-11-11T02:10:00+00:00,296.9931,16.0762,3.6032,49.47
tsmixer,weather.csv,OT,96,96,24,433974621,1,2020-11-07T07:10:00+00:00,2020-11-11T06:10:00+00:00,301.312,15.5897,3.5406,44.21
tsmixer,weather.csv,OT,96,96,24,433974621,2,2020-11-07T11:10:00+00:00,2020-11-11T10:10:00+00:00,216.3892,12.1599,2.8212,58.95
tsmixer,weather.csv,OT,96,96,24,433974621,3,2020-11-07T15:10:00+00:00,2020-11-11T14:10:00+00:00,105.694,8.3252,1.9111,53.68
tsmixer,weather.csv,OT,96,96,24,433974621,4,2020-11-07T19:10:00+00:00,2020-11-11T18:10:00+00:00,103.2992,8.7483,1.9323,55.79
tsmixer,weather.csv,OT,96,96,24,433974621,5,2020-11-07T23:10:00+00:00,2020-11-11T22:10:00+00:00,110.214,9.3428,2.0651,52.63
tsmixer,weather.csv,OT,96,96,24,433974621,6,2020-11-08T03:10:00+00:00,2020-11-12T02:10:00+00:00,165.5505,11.7508,2.6235,48.42
tsmixer,weather.csv,OT,96,96,24,433974621,7,2020-11-08T07:10:00+00:00,2020-11-12T06:10:00+00:00,160.8663,11.0719,2.4871,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,8,2020-11-08T11:10:00+00:00,2020-11-12T10:10:00+00:00,174.736,11.2316,2.5393,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,9,2020-11-08T15:10:00+00:00,2020-11-12T14:10:00+00:00,171.3374,11.3801,2.5129,47.37
tsmixer,weather.csv,OT,96,96,24,433974621,10,2020-11-08T19:10:00+00:00,2020-11-12T18:10:00+00:00,272.3262,14.2236,3.0269,51.58
tsmixer,weather.csv,OT,96,96,24,433974621,11,2020-11-08T23:10:00+00:00,2020-11-12T22:10:00+00:00,359.9338,17.3388,3.6561,47.37
tsmixer,weather.csv,OT,96,96,24,433974621,12,2020-11-09T03:10:00+00:00,2020-11-13T02:10:00+00:00,495.4764,21.3059,4.4497,60.0
tsmixer,weather.csv,OT,96,96,24,433974621,13,2020-11-09T07:10:00+00:00,2020-11-13T06:10:00+00:00,655.8515,24.3357,5.0256,47.37
tsmixer,weather.csv,OT,96,96,24,433974621,14,2020-11-09T11:10:00+00:00,2020-11-13T10:10:00+00:00,648.3702,23.9229,4.9545,41.05
tsmixer,weather.csv,OT,96,96,24,433974621,15,2020-11-09T15:10:00+00:00,2020-11-13T14:10:00+00:00,611.4569,23.0665,4.7832,52.63
tsmixer,weather.csv,OT,96,96,24,433974621,16,2020-11-09T19:10:00+00:00,2020-11-13T18:10:00+00:00,360.4343,16.2095,3.376,49.47
tsmixer,weather.csv,OT,96,96,24,433974621,17,2020-11-09T23:10:00+00:00,2020-11-13T22:10:00+00:00,253.1214,12.8416,2.7802,51.58
tsmixer,weather.csv,OT,96,96,24,433974621,18,2020-11-10T03:10:00+00:00,2020-11-14T02:10:00+00:00,250.0225,12.2636,2.7056,43.16
tsmixer,weather.csv,OT,96,96,24,433974621,19,2020-11-10T07:10:00+00:00,2020-11-14T06:10:00+00:00,215.2923,10.5813,2.3554,48.42
tsmixer,weather.csv,OT,96,96,24,433974621,20,2020-11-10T11:10:00+00:00,2020-11-14T10:10:00+00:00,214.1315,9.7779,2.2059,46.32
tsmixer,weather.csv,OT,96,96,24,433974621,21,2020-11-10T15:10:00+00:00,2020-11-14T14:10:00+00:00,112.1089,5.6789,1.2651,49.47
tsmixer,weather.csv,OT,96,96,24,433974621,22,2020-11-10T19:10:00+00:00,2020-11-14T18:10:00+00:00,168.3356,8.746,1.8778,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,23,2020-11-10T23:10:00+00:00,2020-11-14T22:10:00+00:00,171.8228,9.2964,1.9789,49.47
tsmixer,weather.csv,OT,96,96,24,433974621,24,2020-11-11T03:10:00+00:00,2020-11-15T02:10:00+00:00,148.3719,10.9286,2.304,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,25,2020-11-11T07:10:00+00:00,2020-11-15T06:10:00+00:00,152.8331,11.1259,2.3373,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,26,2020-11-11T11:10:00+00:00,2020-11-15T10:10:00+00:00,130.8335,10.2707,2.1762,35.79
tsmixer,weather.csv,OT,96,96,24,433974621,27,2020-11-11T15:10:00+00:00,2020-11-15T14:10:00+00:00,296.8965,15.0347,3.2782,47.37
tsmixer,weather.csv,OT,96,96,24,433974621,28,2020-11-11T19:10:00+00:00,2020-11-15T18:10:00+00:00,569.3068,20.8496,4.6324,52.63
tsmixer,weather.csv,OT,96,96,24,433974621,29,2020-11-11T23:10:00+00:00,2020-11-15T22:10:00+00:00,1136.3197,29.7297,6.7939,46.32
tsmixer,weather.csv,OT,96,96,24,433974621,30,2020-11-12T03:10:00+00:00,2020-11-16T02:10:00+00:00,1577.6382,38.9497,8.9188,45.26
tsmixer,weather.csv,OT,96,96,24,433974621,31,2020-11-12T07:10:00+00:00,2020-11-16T06:10:00+00:00,1207.1216,33.7003,7.7139,55.79
tsmixer,weather.csv,OT,96,96,24,433974621,32,2020-11-12T11:10:00+00:00,2020-11-16T10:10:00+00:00,657.1464,24.6988,5.603,52.63
tsmixer,weather.csv,OT,96,96,24,433974621,33,2020-11-12T15:10:00+00:00,2020-11-16T14:10:00+00:00,292.649,15.9506,3.5416,48.42
tsmixer,weather.csv,OT,96,96,24,433974621,34,2020-11-12T19:10:00+00:00,2020-11-16T18:10:00+00:00,122.3781,8.928,1.9566,51.58
tsmixer,weather.csv,OT,96,96,24,433974621,35,2020-11-12T23:10:00+00:00,2020-11-16T22:10:00+00:00,525.1287,16.6067,3.7667,56.84
tsmixer,weather.csv,OT,96,96,24,433974621,36,2020-11-13T03:10:00+00:00,2020-11-17T02:10:00+00:00,1074.61,26.3909,6.0989,51.58
tsmixer,weather.csv,OT,96,96,24,433974621,37,2020-11-13T07:10:00+00:00,2020-11-17T06:10:00+00:00,1488.199,34.4952,7.9821,44.21
tsmixer,weather.csv,OT,96,96,24,433974621,38,2020-11-13T11:10:00+00:00,2020-11-17T10:10:00+00:00,1569.5885,38.1542,8.8353,43.16
tsmixer,weather.csv,OT,96,96,24,433974621,39,2020-11-13T15:10:00+00:00,2020-11-17T14:10:00+00:00,1179.7429,34.0444,7.8179,52.63
tsmixer,weather.csv,OT,96,96,24,433974621,40,2020-11-13T19:10:00+00:00,2020-11-17T18:10:00+00:00,685.868,25.3376,5.7437,42.11
tsmixer,weather.csv,OT,96,96,24,433974621,41,2020-11-13T23:10:00+00:00,2020-11-17T22:10:00+00:00,984.2211,28.9796,6.6739,53.68
tsmixer,weather.csv,OT,96,96,24,433974621,42,2020-11-14T03:10:00+00:00,2020-11-18T02:10:00+00:00,1201.9412,32.0007,7.4566,40.0
tsmixer,weather.csv,OT,96,96,24,433974621,43,2020-11-14T07:10:00+00:00,2020-11-18T06:10:00+00:00,1069.2972,29.6562,6.9248,49.47
tsmixer,weather.csv,OT,96,96,24,433974621,44,2020-11-14T11:10:00+00:00,2020-11-18T10:10:00+00:00,761.1422,26.1358,6.0868,46.32
tsmixer,weather.csv,OT,96,96,24,433974621,45,2020-11-14T15:10:00+00:00,2020-11-18T14:10:00+00:00,447.464,20.5303,4.7248,67.37
tsmixer,weather.csv,OT,96,96,24,433974621,46,2020-11-14T19:10:00+00:00,2020-11-18T18:10:00+00:00,395.78,17.0766,3.9174,38.95
tsmixer,weather.csv,OT,96,96,24,433974621,47,2020-11-14T23:10:00+00:00,2020-11-18T22:10:00+00:00,787.8741,25.6009,5.9542,48.42
tsmixer,weather.csv,OT,96,96,24,433974621,48,2020-11-15T03:10:00+00:00,2020-11-19T02:10:00+00:00,982.6527,29.2947,6.8777,43.16
tsmixer,weather.csv,OT,96,96,24,433974621,49,2020-11-15T07:10:00+00:00,2020-11-19T06:10:00+00:00,984.7405,29.2497,6.8902,49.47
tsmixer,weather.csv,OT,96,96,24,433974621,50,2020-11-15T11:10:00+00:00,2020-11-19T10:10:00+00:00,745.1117,26.3103,6.1898,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,51,2020-11-15T15:10:00+00:00,2020-11-19T14:10:00+00:00,435.2354,20.4323,4.7658,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,52,2020-11-15T19:10:00+00:00,2020-11-19T18:10:00+00:00,523.4349,21.5702,5.0485,42.11
tsmixer,weather.csv,OT,96,96,24,433974621,53,2020-11-15T23:10:00+00:00,2020-11-19T22:10:00+00:00,577.1748,22.1318,5.2377,44.21
tsmixer,weather.csv,OT,96,96,24,433974621,54,2020-11-16T03:10:00+00:00,2020-11-20T02:10:00+00:00,552.4516,21.0295,5.0163,40.0
tsmixer,weather.csv,OT,96,96,24,433974621,55,2020-11-16T07:10:00+00:00,2020-11-20T06:10:00+00:00,495.1858,21.4248,5.1104,38.95
tsmixer,weather.csv,OT,96,96,24,433974621,56,2020-11-16T11:10:00+00:00,2020-11-20T10:10:00+00:00,365.5326,18.8106,4.4726,44.21
tsmixer,weather.csv,OT,96,96,24,433974621,57,2020-11-16T15:10:00+00:00,2020-11-20T14:10:00+00:00,293.5241,16.1595,3.8238,46.32
tsmixer,weather.csv,OT,96,96,24,433974621,58,2020-11-16T19:10:00+00:00,2020-11-20T18:10:00+00:00,316.4547,16.7935,3.9715,54.74
tsmixer,weather.csv,OT,96,96,24,433974621,59,2020-11-16T23:10:00+00:00,2020-11-20T22:10:00+00:00,333.6037,16.9484,4.0201,45.26
tsmixer,weather.csv,OT,96,96,24,433974621,60,2020-11-17T03:10:00+00:00,2020-11-21T02:10:00+00:00,332.2759,16.9123,4.0221,36.84
tsmixer,weather.csv,OT,96,96,24,433974621,61,2020-11-17T07:10:00+00:00,2020-11-21T06:10:00+00:00,283.6315,15.8982,3.7849,35.79
tsmixer,weather.csv,OT,96,96,24,433974621,62,2020-11-17T11:10:00+00:00,2020-11-21T10:10:00+00:00,110.0825,9.6214,2.2862,36.84
tsmixer,weather.csv,OT,96,96,24,433974621,63,2020-11-17T15:10:00+00:00,2020-11-21T14:10:00+00:00,53.8752,6.5576,1.5505,53.68
tsmixer,weather.csv,OT,96,96,24,433974621,64,2020-11-17T19:10:00+00:00,2020-11-21T18:10:00+00:00,31.5406,4.9506,1.1629,50.53
tsmixer,weather.csv,OT,96,96,24,433974621,65,2020-11-17T23:10:00+00:00,2020-11-21T22:10:00+00:00,81.3028,6.6814,1.5896,43.16
tsmixer,weather.csv,OT,96,96,24,433974621,66,2020-11-18T03:10:00+00:00,2020-11-22T02:10:00+00:00,121.9197,9.2651,2.2073,50.53
