Date,Open,High,Low,Close,Volume
05/09/1990,0.29354,0.29618,0.29089,0.2953,123114900
05/10/1990,0.29442,0.29442,0.2856,0.29177,226688900
05/11/1990,0.29177,0.30147,0.28737,0.30059,272520300
05/14/1990,0.30147,0.30147,0.29089,0.29442,286629900
05/15/1990,0.29177,0.29618,0.28913,0.29442,189139200
05/16/1990,0.29442,0.29442,0.28913,0.29354,110536800
05/17/1990,0.29442,0.29794,0.28913,0.29266,194456700
05/18/1990,0.29089,0.29266,0.27855,0.28032,327242500
05/21/1990,0.27933,0.28286,0.27402,0.27933,331414000
05/22/1990,0.28374,0.29347,0.28286,0.29258,380158600
05/23/1990,0.2917,0.30054,0.2917,0.297,262008700
05/24/1990,0.29877,0.29877,0.29347,0.297,187031900
05/25/1990,0.27933,0.28816,0.27579,0.28286,408229300
05/29/1990,0.28286,0.2917,0.27756,0.28993,307076900
05/30/1990,0.29435,0.29524,0.2917,0.29258,349514500
05/31/1990,0.29347,0.29347,0.28993,0.2917,130155900
06/01/1990,0.29258,0.297,0.28816,0.28816,198528700
06/04/1990,0.28816,0.28993,0.28109,0.28816,226542400
06/05/1990,0.28993,0.28993,0.27579,0.27933,378065900
06/06/1990,0.27579,0.27933,0.27402,0.27933,267354200
06/07/1990,0.27933,0.28109,0.27225,0.27579,235394900
06/08/1990,0.27225,0.27225,0.26518,0.27049,421564200
06/11/1990,0.26695,0.27579,0.26695,0.27579,199363000
06/12/1990,0.27667,0.2864,0.27402,0.2864,208371000
06/13/1990,0.28551,0.28816,0.28109,0.28109,175436200
06/14/1990,0.28286,0.28463,0.27756,0.28109,177175600
06/15/1990,0.28109,0.28286,0.27667,0.27933,181997700
06/18/1990,0.27756,0.27933,0.27579,0.27756,140648700
06/19/1990,0.27579,0.28109,0.27137,0.28021,198514700
06/20/1990,0.28198,0.28463,0.28109,0.28286,195375300
06/21/1990,0.28286,0.297,0.28286,0.29612,263380500
06/22/1990,0.297,0.30142,0.2917,0.29347,358550900
06/25/1990,0.29347,0.29524,0.28463,0.2917,154040400
06/26/1990,0.29524,0.297,0.28551,0.28728,160672700
06/27/1990,0.28816,0.297,0.28463,0.29347,122760000
06/28/1990,0.30231,0.30584,0.29524,0.30408,315575700
06/29/1990,0.30408,0.31733,0.30231,0.31645,410590600
07/02/1990,0.31468,0.31468,0.30938,0.31115,170967600
07/03/1990,0.31026,0.31468,0.30938,0.31115,125630800
07/05/1990,0.30938,0.31291,0.30584,0.30761,135685100
07/06/1990,0.30761,0.31822,0.30584,0.31645,263960200
07/09/1990,0.31822,0.33236,0.31645,0.32971,398302000
07/10/1990,0.33236,0.3359,0.33059,0.33236,456337600
07/11/1990,0.33059,0.33236,0.32352,0.33236,310796000
07/12/1990,0.33059,0.3359,0.32883,0.33501,230388900
07/13/1990,0.3359,0.33766,0.33059,0.33059,291634600
07/16/1990,0.33059,0.33325,0.31999,0.32264,226896000
07/17/1990,0.32352,0.32529,0.31115,0.31291,172791700
07/18/1990,0.31468,0.31822,0.30408,0.31557,364094300
07/19/1990,0.28816,0.30054,0.28286,0.29524,739869100
07/20/1990,0.297,0.30054,0.28816,0.28993,242225200
07/23/1990,0.28993,0.29524,0.28286,0.29347,341143100
07/24/1990,0.297,0.29877,0.28993,0.29789,244841300
07/25/1990,0.297,0.30584,0.29524,0.29877,132475100
07/26/1990,0.29877,0.30054,0.28993,0.29258,101435000
07/27/1990,0.2917,0.29524,0.2864,0.29258,78681800
07/30/1990,0.28816,0.30054,0.28816,0.29966,107897600
07/31/1990,0.30054,0.30231,0.29347,0.297,121218600
08/01/1990,0.297,0.30231,0.29347,0.29966,118065200
08/02/1990,0.2917,0.30938,0.2917,0.30761,281721600
08/03/1990,0.30761,0.30938,0.28109,0.2917,339601700
08/06/1990,0.27579,0.2864,0.27225,0.27933,226839600
08/07/1990,0.28463,0.28728,0.27402,0.27933,250667500
08/08/1990,0.27933,0.28816,0.27933,0.28374,129463000
08/09/1990,0.28463,0.2864,0.27756,0.27933,121699500
08/10/1990,0.27402,0.27756,0.27049,0.27402,129675100
08/13/1990,0.26872,0.28286,0.26783,0.28198,197114600
08/14/1990,0.28286,0.28286,0.27756,0.28109,123948000
08/15/1990,0.28286,0.28463,0.27756,0.27756,116226800
08/16/1990,0.27579,0.28021,0.27225,0.27225,156430400
08/17/1990,0.27225,0.27225,0.25281,0.25811,310739600
08/20/1990,0.25889,0.26598,0.25712,0.26066,94489000
08/21/1990,0.25357,0.26066,0.25002,0.25712,202724100
08/22/1990,0.26244,0.26244,0.24736,0.24914,154478600
08/23/1990,0.24293,0.24825,0.23761,0.2447,180885400
08/24/1990,0.25002,0.25534,0.24648,0.2518,92416400
08/27/1990,0.26066,0.26953,0.25712,0.26776,147866400
08/28/1990,0.26598,0.27219,0.26421,0.27042,100946100
08/29/1990,0.26953,0.27042,0.26066,0.26421,189993000
08/30/1990,0.26421,0.26598,0.25534,0.25712,154323500
08/31/1990,0.25534,0.26421,0.25534,0.26244,125195800
09/04/1990,0.25889,0.26598,0.25889,0.26244,104160600
09/05/1990,0.26421,0.26421,0.25357,0.25534,80630000
09/06/1990,0.2518,0.25534,0.25002,0.25357,110307600
09/07/1990,0.2518,0.26066,0.24914,0.258,73228300
09/10/1990,0.26244,0.26244,0.25357,0.25357,95645100
09/11/1990,0.25534,0.25623,0.23938,0.24116,224407700
09/12/1990,0.24471,0.24471,0.23761,0.24116,126394100
09/13/1990,0.24471,0.24648,0.23407,0.23938,122432400
09/14/1990,0.23761,0.24293,0.23584,0.24116,143397100
09/17/1990,0.24116,0.25002,0.23761,0.23938,97773900
09/18/1990,0.23938,0.23938,0.23407,0.23673,156861200
09/19/1990,0.23584,0.23938,0.22697,0.23052,229680700
09/20/1990,0.22875,0.22875,0.22165,0.22431,127056800
09/21/1990,0.22697,0.23052,0.21988,0.22343,193686800
09/24/1990,0.22343,0.22343,0.21101,0.21456,174343500
09/25/1990,0.21633,0.21811,0.20747,0.21279,198832900
09/26/1990,0.21279,0.21633,0.21101,0.21101,118498900
09/27/1990,0.21279,0.21633,0.1986,0.20037,179179300
09/28/1990,0.20215,0.20569,0.19328,0.20569,221602100
10/01/1990,0.20924,0.21988,0.20747,0.21633,195942600
10/02/1990,0.21988,0.22697,0.20924,0.21013,341116200
10/03/1990,0.21101,0.21101,0.18973,0.19151,337662000
10/04/1990,0.18973,0.1986,0.18619,0.1986,268747900
10/05/1990,0.19151,0.20392,0.19151,0.1986,125238000
10/08/1990,0.20392,0.20747,0.20037,0.20658,77457800
10/09/1990,0.20215,0.20569,0.19683,0.1986,151785700
10/10/1990,0.19328,0.1986,0.18442,0.18796,186186400
10/11/1990,0.18973,0.19771,0.18087,0.19683,259287700
10/12/1990,0.20037,0.20215,0.19151,0.20037,287823300
10/15/1990,0.20215,0.20392,0.18885,0.19683,253042000
10/16/1990,0.19505,0.19505,0.172,0.17732,384229600
10/17/1990,0.1791,0.18796,0.17732,0.18796,389051400
10/18/1990,0.18796,0.20392,0.18796,0.20215,396523700
10/19/1990,0.22165,0.2252,0.21456,0.22254,1175387800
10/22/1990,0.22343,0.22343,0.21633,0.22077,318149600
10/23/1990,0.21988,0.22343,0.21456,0.21988,210280900
10/24/1990,0.21811,0.21988,0.21279,0.21633,178530800
10/25/1990,0.21456,0.22165,0.21013,0.21279,193179300
10/26/1990,0.21101,0.22165,0.21101,0.21279,168929700
10/29/1990,0.21456,0.21633,0.21101,0.2119,155437300
10/30/1990,0.21101,0.21811,0.20481,0.21545,123419400
10/31/1990,0.21633,0.22609,0.21456,0.21811,187257900
11/01/1990,0.21633,0.21988,0.21101,0.21633,114114200
11/02/1990,0.21633,0.22963,0.21633,0.2252,187074600
11/05/1990,0.22875,0.23761,0.22697,0.23584,232218200
11/06/1990,0.23761,0.24471,0.23584,0.23761,232584900
11/07/1990,0.23761,0.23939,0.23141,0.23584,255509100
11/08/1990,0.23407,0.24825,0.23407,0.2447,250814600
11/09/1990,0.24825,0.25357,0.24471,0.2518,249531400
11/12/1990,0.2518,0.26066,0.25002,0.25712,182591300
11/13/1990,0.25712,0.25889,0.25357,0.25534,178686000
11/14/1990,0.25357,0.26421,0.25357,0.26244,240113700
11/15/1990,0.26066,0.26244,0.2518,0.25534,203640500
11/16/1990,0.25442,0.2562,0.2473,0.24997,229603800
11/19/1990,0.25264,0.25887,0.25086,0.25887,280920500
11/20/1990,0.25976,0.26154,0.25086,0.25264,192746400
11/21/1990,0.25086,0.25798,0.2473,0.25709,154582100
11/23/1990,0.25798,0.26331,0.2562,0.25887,66745300
11/26/1990,0.2562,0.26331,0.2562,0.26154,102197600
11/27/1990,0.26331,0.27221,0.26154,0.26687,206488900
11/28/1990,0.26865,0.27399,0.26154,0.26154,219444500
11/29/1990,0.26331,0.26331,0.25798,0.26154,158966200
11/30/1990,0.25798,0.26509,0.25798,0.26154,152446300
12/03/1990,0.26509,0.27221,0.26331,0.27132,207514600
12/04/1990,0.26687,0.27577,0.26687,0.27399,190891600
12/05/1990,0.27399,0.28644,0.26954,0.28555,273993000
12/06/1990,0.29356,0.29712,0.28822,0.29356,667762100
12/07/1990,0.29178,0.30423,0.29178,0.30246,413596100
12/10/1990,0.30068,0.30246,0.29534,0.29712,314391500
12/11/1990,0.29356,0.29534,0.28466,0.28466,436457800
12/12/1990,0.28289,0.28466,0.27755,0.282,304063400
12/13/1990,0.28111,0.29178,0.28111,0.29,201655200
12/14/1990,0.28644,0.28822,0.28111,0.28377,109237500
12/17/1990,0.27755,0.28822,0.27755,0.28555,164488600
12/18/1990,0.29178,0.30246,0.29,0.30068,277253100
12/19/1990,0.30246,0.30246,0.29267,0.29801,176474600
12/20/1990,0.29356,0.31669,0.29356,0.31313,503189500
12/21/1990,0.31491,0.32203,0.30957,0.32025,434266100
12/24/1990,0.31847,0.32025,0.31313,0.31313,73672800
12/26/1990,0.31313,0.31491,0.30601,0.31135,129317300
12/27/1990,0.30779,0.31313,0.30779,0.30957,122516300
12/28/1990,0.30779,0.30957,0.30423,0.30601,80206800
12/31/1990,0.30601,0.30779,0.30423,0.30601,55546100
01/02/1991,0.30423,0.31313,0.2989,0.30957,194446600
01/03/1991,0.30957,0.31491,0.30601,0.30601,188418400
01/04/1991,0.30601,0.31491,0.30601,0.30779,177556600
01/07/1991,0.30601,0.32203,0.30601,0.30779,389933100
01/08/1991,0.31135,0.31224,0.30246,0.30779,274372400
01/09/1991,0.31491,0.32736,0.31135,0.32203,586234700
01/10/1991,0.32558,0.33626,0.32558,0.33537,546159300
01/11/1991,0.33448,0.33626,0.32736,0.33448,385984600
01/14/1991,0.32736,0.3327,0.32736,0.32914,264522200
01/15/1991,0.33092,0.3327,0.32736,0.3327,240957600
01/16/1991,0.33448,0.35583,0.3327,0.35405,490093200
01/17/1991,0.37362,0.3754,0.34871,0.36473,742320500
01/18/1991,0.34693,0.36117,0.34516,0.35761,1183401400
01/21/1991,0.35405,0.3665,0.35405,0.36117,406879300
01/22/1991,0.36295,0.37362,0.35939,0.36473,536632400
01/23/1991,0.36473,0.37184,0.36295,0.36828,306452300
01/24/1991,0.3665,0.3754,0.3665,0.37095,293496700
01/25/1991,0.37006,0.38163,0.37006,0.38074,280794000
01/28/1991,0.37896,0.39319,0.37896,0.38785,343113100
01/29/1991,0.38608,0.38785,0.37184,0.38252,270438000
01/30/1991,0.37896,0.39675,0.37896,0.39497,422518900
01/31/1991,0.39497,0.39853,0.38963,0.39497,304358600
02/01/1991,0.39497,0.41187,0.39497,0.39675,557737900
02/04/1991,0.39675,0.39853,0.39141,0.39319,336045100
02/05/1991,0.39319,0.41276,0.38963,0.41098,446786000
02/06/1991,0.41098,0.41454,0.40209,0.40476,279234300
02/07/1991,0.40565,0.4181,0.39675,0.41098,652614500
02/08/1991,0.4092,0.42878,0.4092,0.42611,393389900
02/11/1991,0.427,0.43767,0.42522,0.43678,405277600
02/12/1991,0.43411,0.43589,0.42255,0.427,281974300
02/13/1991,0.427,0.42878,0.41276,0.427,320616300
02/14/1991,0.427,0.427,0.40387,0.40654,473835600
02/15/1991,0.40828,0.4172,0.40828,0.41096,457738600
02/19/1991,0.41007,0.42968,0.40917,0.42789,283261300
02/20/1991,0.42433,0.44037,0.42255,0.43503,267472200
02/21/1991,0.43681,0.44394,0.41898,0.42076,238965300
02/22/1991,0.42076,0.44037,0.4172,0.42611,291169700
02/25/1991,0.42968,0.43146,0.41007,0.41363,449802200
02/26/1991,0.41007,0.41898,0.40293,0.41541,313016100
02/27/1991,0.41541,0.4172,0.41007,0.41541,218310600
02/28/1991,0.41541,0.4172,0.40115,0.40828,284649400
03/01/1991,0.4065,0.42076,0.4065,0.41185,157917300
03/04/1991,0.41363,0.41898,0.4065,0.41631,110620600
03/05/1991,0.42076,0.45107,0.42076,0.45018,552682800
03/06/1991,0.45642,0.46801,0.4484,0.44929,655983900
03/07/1991,0.45286,0.48138,0.45107,0.4796,402828000
03/08/1991,0.48316,0.48673,0.46355,0.46355,403388900
03/11/1991,0.45999,0.46177,0.44394,0.45286,219558700
03/12/1991,0.44929,0.45464,0.44572,0.4484,292558000
03/13/1991,0.44751,0.47425,0.44751,0.47247,218535100
03/14/1991,0.47603,0.48138,0.45999,0.46534,284284800
03/15/1991,0.4689,0.47425,0.46534,0.47247,256450900
03/18/1991,0.4689,0.48673,0.4689,0.48316,267935100
03/19/1991,0.47425,0.50099,0.4689,0.49565,528578500
03/20/1991,0.49386,0.49564,0.47692,0.48316,452845100
03/21/1991,0.48673,0.4903,0.45464,0.46177,371586600
03/22/1991,0.45642,0.46177,0.44394,0.45107,423328300
03/25/1991,0.45286,0.46355,0.45107,0.45999,170088600
03/26/1991,0.46177,0.50099,0.46177,0.49921,417691600
03/27/1991,0.49921,0.50099,0.48851,0.49386,238152100
03/28/1991,0.49386,0.49921,0.48316,0.48495,98533600
04/01/1991,0.48495,0.49564,0.48138,0.48851,147639100
04/02/1991,0.49208,0.51882,0.48851,0.51882,366735100
04/03/1991,0.51704,0.51882,0.49921,0.49921,300634700
04/04/1991,0.49921,0.51347,0.49565,0.50991,210878900
04/05/1991,0.51169,0.51169,0.4903,0.49475,194571100
04/08/1991,0.49386,0.49921,0.4903,0.49921,90737300
04/09/1991,0.49743,0.49921,0.48673,0.4903,149546100
04/10/1991,0.48851,0.49386,0.47603,0.47692,270935800
04/11/1991,0.48316,0.50902,0.48138,0.50634,445189000
04/12/1991,0.50991,0.52239,0.49743,0.51169,460374700
04/15/1991,0.44037,0.45999,0.42789,0.44394,2128841200
04/16/1991,0.45107,0.45999,0.44572,0.4582,777204900
04/17/1991,0.46355,0.46355,0.44216,0.45107,403641300
04/18/1991,0.44751,0.44929,0.43324,0.43503,309692900
04/19/1991,0.43503,0.43859,0.42433,0.42522,359696100
04/22/1991,0.42433,0.44216,0.41898,0.43859,321780000
04/23/1991,0.44394,0.44929,0.42968,0.43859,297087000
04/24/1991,0.44037,0.44216,0.43146,0.43324,132018400
04/25/1991,0.42611,0.42611,0.4172,0.4172,394849400
04/26/1991,0.4172,0.42076,0.41185,0.41809,156571200
04/29/1991,0.4172,0.42968,0.41541,0.41541,258792500
04/30/1991,0.41185,0.41541,0.38867,0.39224,890714400
05/01/1991,0.34232,0.34945,0.33518,0.33697,2339159600
05/02/1991,0.34053,0.3548,0.33875,0.34945,1015511300
05/03/1991,0.34945,0.35301,0.3441,0.34945,305121700
05/06/1991,0.34588,0.36014,0.3441,0.35836,265831700
05/07/1991,0.36371,0.36549,0.36014,0.36104,338634600
05/08/1991,0.36193,0.36193,0.35123,0.3548,221325400
05/09/1991,0.35658,0.36728,0.3548,0.36193,298236800
05/10/1991,0.36728,0.37976,0.36193,0.36549,302639900
05/13/1991,0.37263,0.38154,0.36728,0.37619,306664200
05/14/1991,0.37619,0.38332,0.37441,0.38154,271608900
05/15/1991,0.36728,0.37084,0.34945,0.36014,648958600
05/16/1991,0.36371,0.36549,0.34588,0.34945,478421400
05/17/1991,0.34766,0.34766,0.33162,0.33518,589757100
05/20/1991,0.33783,0.33962,0.31459,0.31638,327392500
05/21/1991,0.32353,0.33247,0.31996,0.32353,436821900
05/22/1991,0.3271,0.33247,0.32532,0.33068,283811000
05/23/1991,0.33247,0.33425,0.31996,0.32264,260565700
05/24/1991,0.32532,0.32889,0.32174,0.328,121289600
05/28/1991,0.32889,0.33068,0.32353,0.32889,214089000
05/29/1991,0.33068,0.3414,0.328,0.33604,479536100
05/30/1991,0.33604,0.3414,0.33247,0.34051,197739000
05/31/1991,0.33962,0.3414,0.33068,0.33604,272062600
06/03/1991,0.33604,0.35392,0.33425,0.35213,274817800
06/04/1991,0.35392,0.35392,0.34677,0.35124,230131400
06/05/1991,0.35213,0.35213,0.3414,0.34319,166451600
06/06/1991,0.34498,0.34498,0.33247,0.33336,210424600
06/07/1991,0.33068,0.33604,0.32621,0.32979,190745900
06/10/1991,0.32889,0.33694,0.3271,0.32889,209095900
06/11/1991,0.32174,0.32532,0.31638,0.31906,235474200
06/12/1991,0.31459,0.31996,0.29493,0.30297,544013000
06/13/1991,0.30387,0.30744,0.29851,0.30119,263950400
06/14/1991,0.30565,0.30565,0.29136,0.29404,281335400
06/17/1991,0.29314,0.30208,0.29314,0.30029,208047000
06/18/1991,0.30208,0.30923,0.29672,0.30119,305559800
06/19/1991,0.29851,0.30208,0.29493,0.29851,223459900
06/20/1991,0.29493,0.30029,0.29136,0.30029,179878400
06/21/1991,0.30029,0.30387,0.29851,0.30029,257264900
06/24/1991,0.29851,0.30208,0.29493,0.29851,259726500
06/25/1991,0.30029,0.30744,0.29851,0.30297,284622200
06/26/1991,0.30565,0.31102,0.30208,0.30744,312748700
06/27/1991,0.30387,0.30565,0.29851,0.30387,188815800
06/28/1991,0.30208,0.30387,0.28778,0.29672,283027600
07/01/1991,0.30208,0.30744,0.29851,0.30387,243292600
07/02/1991,0.30208,0.30565,0.29851,0.30208,150031600
07/03/1991,0.30208,0.31102,0.29851,0.30834,387589800
07/05/1991,0.30744,0.32889,0.30565,0.32621,414038100
07/08/1991,0.32353,0.33783,0.32174,0.33425,383477900
07/09/1991,0.33783,0.34498,0.33247,0.33515,282776000
07/10/1991,0.33962,0.34498,0.33425,0.33783,195529200
07/11/1991,0.33604,0.33783,0.32889,0.33425,182214200
07/12/1991,0.33783,0.33783,0.33068,0.33425,165780300
07/15/1991,0.33425,0.33425,0.32532,0.32532,172311800
07/16/1991,0.32532,0.3271,0.31102,0.3128,278468300
07/17/1991,0.31102,0.31817,0.30208,0.30387,260915400
07/18/1991,0.31459,0.32264,0.30744,0.32085,497410500
07/19/1991,0.32353,0.33068,0.32174,0.32889,160367400
07/22/1991,0.3271,0.33068,0.32532,0.32889,135709500
07/23/1991,0.33068,0.33247,0.31817,0.32174,166157800
07/24/1991,0.32353,0.3271,0.31817,0.32174,164157800
07/25/1991,0.32353,0.3271,0.32174,0.32353,82169800
07/26/1991,0.3271,0.3271,0.31996,0.32085,92701500
07/29/1991,0.32353,0.32532,0.31817,0.32532,66561000
07/30/1991,0.32532,0.33425,0.32532,0.33247,114716000
07/31/1991,0.33247,0.33515,0.32174,0.33068,128380700
08/01/1991,0.32889,0.35213,0.3271,0.35124,559985600
08/02/1991,0.3557,0.35928,0.35034,0.35749,340931300
08/05/1991,0.3557,0.3557,0.34498,0.34677,125835200
08/06/1991,0.34855,0.35928,0.3414,0.35392,275265400
08/07/1991,0.35392,0.36464,0.35302,0.36017,264258100
08/08/1991,0.36285,0.37,0.35749,0.36107,236579100
08/09/1991,0.36107,0.36464,0.3557,0.36285,192815800
08/12/1991,0.36285,0.37358,0.36107,0.37,177990300
08/13/1991,0.37179,0.38609,0.37179,0.38252,357882800
08/14/1991,0.39145,0.39324,0.3852,0.39235,250649400
08/15/1991,0.39324,0.39324,0.37894,0.38073,181752700
08/16/1991,0.37715,0.38788,0.37358,0.38073,198312500
08/19/1991,0.35472,0.36994,0.34755,0.36188,401801900
08/20/1991,0.36905,0.37084,0.36188,0.36546,248479900
08/21/1991,0.37621,0.38786,0.37263,0.38517,278315300
08/22/1991,0.38696,0.39234,0.38517,0.38875,206392200
08/23/1991,0.38696,0.39771,0.378,0.3798,299554700
08/26/1991,0.3798,0.38338,0.37621,0.3798,126584400
08/27/1991,0.3798,0.38696,0.378,0.38696,125035400
08/28/1991,0.38696,0.38875,0.38069,0.38159,134050300
08/29/1991,0.38159,0.38607,0.37621,0.3798,141237000
08/30/1991,0.3798,0.38159,0.37442,0.3798,82403400
09/03/1991,0.378,0.38159,0.37263,0.37621,85194400
09/04/1991,0.378,0.378,0.36815,0.36905,149247100
09/05/1991,0.36905,0.37084,0.36367,0.36546,97042000
09/06/1991,0.36546,0.37084,0.36188,0.36905,98772400
09/09/1991,0.37084,0.38338,0.36905,0.38159,157592100
09/10/1991,0.378,0.38248,0.35651,0.35919,227812800
09/11/1991,0.36367,0.36546,0.35472,0.36188,221784400
09/12/1991,0.36726,0.36726,0.35651,0.36278,148535300
09/13/1991,0.3583,0.36009,0.34755,0.34845,207745800
09/16/1991,0.35292,0.35292,0.33322,0.33859,256392300
09/17/1991,0.3368,0.35113,0.33501,0.35113,168714100
09/18/1991,0.34934,0.36188,0.34755,0.35919,151200700
09/19/1991,0.36009,0.36188,0.35472,0.35651,222203000
09/20/1991,0.35651,0.36546,0.35472,0.36278,234427400
09/23/1991,0.3583,0.36367,0.35292,0.35472,109224600
09/24/1991,0.35472,0.36099,0.34576,0.36009,132194300
09/25/1991,0.36009,0.36188,0.35292,0.36188,67862400
09/26/1991,0.36009,0.36009,0.35113,0.3583,88738900
09/27/1991,0.3583,0.36367,0.34934,0.35113,78258800
09/30/1991,0.35292,0.35651,0.35113,0.35472,78747200
10/01/1991,0.35292,0.36726,0.35113,0.36367,163690300
10/02/1991,0.37084,0.37084,0.35472,0.35651,22411500
10/03/1991,0.3583,0.3583,0.34038,0.34217,225524200
10/04/1991,0.34397,0.34934,0.34038,0.34576,98898000
10/07/1991,0.34397,0.34934,0.34038,0.34486,80617100
10/08/1991,0.34486,0.34755,0.33322,0.34576,214625600
10/09/1991,0.34576,0.34934,0.34217,0.34397,165392900
10/10/1991,0.34934,0.35113,0.33501,0.34217,195884100
10/11/1991,0.34486,0.35024,0.33322,0.34755,149582000
10/14/1991,0.35113,0.36009,0.34934,0.3574,139395000
