Dataset,Target,Model,Horizon,Lookback window,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
ETTh2.csv,OT,deepAR,192,768,464637944,1545.92,22,423.1213,19.3387,109.609,74.35
ETTh2.csv,OT,nbeats,192,768,464637944,112.83,10,62.1353,6.5203,27.6102,51.83
ETTh2.csv,OT,tsmixer,192,768,464637944,40.86,7,313.4322,16.2841,93.2154,58.12
ETTh2.csv,OT,tft,192,768,464637944,1065.3,9,181.3273,11.3041,66.0988,42.93
ETTh2.csv,OT,dlinear,192,768,464637944,70.67,23,54.8509,6.1668,26.8874,84.82
