Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
JPM.csv,Close,deepAR,48,144,48,8,1114664466,123.66,11,19867.6987,131.0873,52.1427,49.87
JPM.csv,Close,nbeats,48,144,48,8,1114664466,14.77,10,3107.1573,44.3811,17.5386,50.91
JPM.csv,Close,tsmixer,48,144,48,8,1114664466,18.15,25,384.5721,14.8094,6.0724,47.78
JPM.csv,Close,tft,48,144,48,8,1114664466,37.23,10,12342.932,103.6536,40.9877,47.78
JPM.csv,Close,dlinear,48,144,48,8,1114664466,5.71,8,449.142,16.129,6.5847,51.44
