Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
SPY.csv,Close,deepAR,96,288,96,4,1767727304,261.2,11,38677.2483,189.3863,32.0561,54.57
SPY.csv,Close,nbeats,96,288,96,4,1767727304,21.53,12,34817.0037,166.8213,28.1212,52.74
SPY.csv,Close,tsmixer,96,288,96,4,1767727304,9.36,13,1147.8302,27.8378,4.7974,51.7
SPY.csv,Close,tft,96,288,96,4,1767727304,83.84,12,33076.4624,172.5396,29.1893,45.17
SPY.csv,Close,dlinear,96,288,96,4,1767727304,5.91,7,1825.8077,31.1537,5.2733,47.52
