Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
nbeats,JPM.csv,Close,24,72,24,2143919149,0,2024-05-07T00:00:00,2024-06-07T00:00:00,281.158,13.6163,7.0912,34.78
nbeats,JPM.csv,Close,24,72,24,2143919149,1,2024-06-11T00:00:00,2024-07-12T00:00:00,280.0891,13.0665,6.6872,47.83
nbeats,JPM.csv,Close,24,72,24,2143919149,2,2024-07-17T00:00:00,2024-08-19T00:00:00,421.362,16.4624,8.1331,65.22
nbeats,JPM.csv,Close,24,72,24,2143919149,3,2024-08-20T00:00:00,2024-09-20T00:00:00,519.965,17.3438,8.3004,34.78
nbeats,JPM.csv,Close,24,72,24,2143919149,4,2024-09-24T00:00:00,2024-10-25T00:00:00,412.5913,16.3472,7.804,52.17
nbeats,JPM.csv,Close,24,72,24,2143919149,5,2024-10-28T00:00:00,2024-11-28T00:00:00,1295.436,31.8738,13.766,73.91
nbeats,JPM.csv,Close,24,72,24,2143919149,6,2024-12-02T00:00:00,2025-01-02T00:00:00,759.3994,20.7025,8.8394,56.52
nbeats,JPM.csv,Close,24,72,24,2143919149,7,2025-01-07T00:00:00,2025-02-07T00:00:00,1535.7609,32.3241,12.6159,52.17
nbeats,JPM.csv,Close,24,72,24,2143919149,8,2025-02-12T00:00:00,2025-03-17T00:00:00,1492.8628,30.6164,12.294,43.48
nbeats,JPM.csv,Close,24,72,24,2143919149,9,2025-03-19T00:00:00,2025-04-21T00:00:00,1292.39,27.4825,12.0353,39.13
nbeats,JPM.csv,Close,24,72,24,2143919149,10,2025-04-23T00:00:00,2025-05-26T00:00:00,2407.937,43.5865,17.415,34.78
nbeats,JPM.csv,Close,24,72,24,2143919149,11,2025-05-28T00:00:00,2025-06-30T00:00:00,2153.4769,38.8439,14.501,52.17
nbeats,JPM.csv,Close,24,72,24,2143919149,12,2025-07-02T00:00:00,2025-08-04T00:00:00,2138.7486,36.1897,12.603,47.83
nbeats,JPM.csv,Close,24,72,24,2143919149,13,2025-08-06T00:00:00,2025-09-08T00:00:00,1960.5857,32.1427,11.1043,56.52
nbeats,JPM.csv,Close,24,72,24,2143919149,14,2025-09-10T00:00:00,2025-10-13T00:00:00,2976.0083,41.4076,13.5288,56.52
nbeats,JPM.csv,Close,24,72,24,2143919149,15,2025-10-14T00:00:00,2025-11-14T00:00:00,2454.0273,36.8363,12.2392,52.17
nbeats,JPM.csv,Close,24,72,24,2143919149,16,2025-11-17T00:00:00,2025-12-18T00:00:00,2775.8138,38.2656,12.4823,60.87
