Dataset,Target,Model,Horizon,Lookback window,Stride,Num Windows,Seed,Train Time (s),Epochs Trained,MSE,MAE,MAPE (%),MDA (%)
JPM.csv,Close,deepAR,24,72,24,17,2143919149,72.09,11,22933.6074,145.2939,57.4361,52.09
JPM.csv,Close,nbeats,24,72,24,17,2143919149,18.31,15,1479.8595,28.6534,11.2612,50.86
JPM.csv,Close,tsmixer,24,72,24,17,2143919149,32.93,62,172.6857,9.8182,3.9951,48.16
JPM.csv,Close,tft,24,72,24,17,2143919149,30.28,14,12967.0777,106.2545,41.386,49.14
JPM.csv,Close,dlinear,24,72,24,17,2143919149,5.63,8,227.847,11.2925,4.538,53.07
