Model,Dataset,Target,Horizon,Lookback,Stride,Seed,Window,Window_Start_TS,Window_End_TS,MSE,MAE,MAPE (%),MDA (%)
deepAR,electricity.csv,OT,192,96,24,439082547,0,2019-01-18T16:00:00+00:00,2019-01-26T15:00:00+00:00,204212.5191,353.9662,9.7858,76.44
deepAR,electricity.csv,OT,192,96,24,439082547,1,2019-01-19T16:00:00+00:00,2019-01-27T15:00:00+00:00,147695.1572,323.8072,9.1524,75.39
deepAR,electricity.csv,OT,192,96,24,439082547,2,2019-01-20T16:00:00+00:00,2019-01-28T15:00:00+00:00,132476.8394,304.0702,8.2264,77.49
deepAR,electricity.csv,OT,192,96,24,439082547,3,2019-01-21T16:00:00+00:00,2019-01-29T15:00:00+00:00,139532.5296,301.0567,8.2943,79.58
deepAR,electricity.csv,OT,192,96,24,439082547,4,2019-01-22T16:00:00+00:00,2019-01-30T15:00:00+00:00,201265.249,381.7094,11.3224,79.06
deepAR,electricity.csv,OT,192,96,24,439082547,5,2019-01-23T16:00:00+00:00,2019-01-31T15:00:00+00:00,251613.2633,435.3963,12.8814,83.25
deepAR,electricity.csv,OT,192,96,24,439082547,6,2019-01-24T16:00:00+00:00,2019-02-01T15:00:00+00:00,238599.8572,352.1969,9.0772,79.58
deepAR,electricity.csv,OT,192,96,24,439082547,7,2019-01-25T16:00:00+00:00,2019-02-02T15:00:00+00:00,345015.6179,416.1543,10.4146,75.39
deepAR,electricity.csv,OT,192,96,24,439082547,8,2019-01-26T16:00:00+00:00,2019-02-03T15:00:00+00:00,236925.0542,349.5845,8.6493,75.92
deepAR,electricity.csv,OT,192,96,24,439082547,9,2019-01-27T16:00:00+00:00,2019-02-04T15:00:00+00:00,174892.1588,313.5257,8.036,78.01
deepAR,electricity.csv,OT,192,96,24,439082547,10,2019-01-28T16:00:00+00:00,2019-02-05T15:00:00+00:00,169175.8976,338.4132,9.4442,78.53
deepAR,electricity.csv,OT,192,96,24,439082547,11,2019-01-29T16:00:00+00:00,2019-02-06T15:00:00+00:00,329522.7243,480.1527,13.9511,79.06
deepAR,electricity.csv,OT,192,96,24,439082547,12,2019-01-30T16:00:00+00:00,2019-02-07T15:00:00+00:00,448964.4757,576.9239,16.6743,82.2
deepAR,electricity.csv,OT,192,96,24,439082547,13,2019-01-31T16:00:00+00:00,2019-02-08T15:00:00+00:00,295708.6747,460.6067,13.1886,78.01
deepAR,electricity.csv,OT,192,96,24,439082547,14,2019-02-01T16:00:00+00:00,2019-02-09T15:00:00+00:00,302254.3706,438.4004,10.894,70.68
deepAR,electricity.csv,OT,192,96,24,439082547,15,2019-02-02T16:00:00+00:00,2019-02-10T15:00:00+00:00,277345.0091,404.8782,9.6718,73.82
deepAR,electricity.csv,OT,192,96,24,439082547,16,2019-02-03T16:00:00+00:00,2019-02-11T15:00:00+00:00,234933.8534,366.699,8.7562,73.82
deepAR,electricity.csv,OT,192,96,24,439082547,17,2019-02-04T16:00:00+00:00,2019-02-12T15:00:00+00:00,189763.0378,369.2928,9.6094,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,18,2019-02-05T16:00:00+00:00,2019-02-13T15:00:00+00:00,417682.9308,565.8996,15.6315,79.06
deepAR,electricity.csv,OT,192,96,24,439082547,19,2019-02-06T16:00:00+00:00,2019-02-14T15:00:00+00:00,715070.8562,762.5234,21.3301,72.77
deepAR,electricity.csv,OT,192,96,24,439082547,20,2019-02-07T16:00:00+00:00,2019-02-15T15:00:00+00:00,740070.3404,787.0154,22.1198,76.96
deepAR,electricity.csv,OT,192,96,24,439082547,21,2019-02-08T16:00:00+00:00,2019-02-16T15:00:00+00:00,508592.0644,617.2762,17.5441,71.73
deepAR,electricity.csv,OT,192,96,24,439082547,22,2019-02-09T16:00:00+00:00,2019-02-17T15:00:00+00:00,382198.5724,536.6192,15.1245,73.82
deepAR,electricity.csv,OT,192,96,24,439082547,23,2019-02-10T16:00:00+00:00,2019-02-18T15:00:00+00:00,207801.4154,376.2449,10.4721,75.39
deepAR,electricity.csv,OT,192,96,24,439082547,24,2019-02-11T16:00:00+00:00,2019-02-19T15:00:00+00:00,234211.6471,389.1768,11.0834,76.96
deepAR,electricity.csv,OT,192,96,24,439082547,25,2019-02-12T16:00:00+00:00,2019-02-20T15:00:00+00:00,281826.3662,443.7354,12.6304,80.63
deepAR,electricity.csv,OT,192,96,24,439082547,26,2019-02-13T16:00:00+00:00,2019-02-21T15:00:00+00:00,334963.006,478.7719,13.7107,75.92
deepAR,electricity.csv,OT,192,96,24,439082547,27,2019-02-14T16:00:00+00:00,2019-02-22T15:00:00+00:00,340962.6515,468.9539,13.6996,75.92
deepAR,electricity.csv,OT,192,96,24,439082547,28,2019-02-15T16:00:00+00:00,2019-02-23T15:00:00+00:00,436155.8894,550.1486,16.0579,70.16
deepAR,electricity.csv,OT,192,96,24,439082547,29,2019-02-16T16:00:00+00:00,2019-02-24T15:00:00+00:00,354312.2815,497.1273,14.4097,80.1
deepAR,electricity.csv,OT,192,96,24,439082547,30,2019-02-17T16:00:00+00:00,2019-02-25T15:00:00+00:00,292030.2182,451.3908,12.9864,80.63
deepAR,electricity.csv,OT,192,96,24,439082547,31,2019-02-18T16:00:00+00:00,2019-02-26T15:00:00+00:00,303149.7942,456.5115,13.274,80.63
deepAR,electricity.csv,OT,192,96,24,439082547,32,2019-02-19T16:00:00+00:00,2019-02-27T15:00:00+00:00,349233.2745,506.1959,14.6402,78.01
deepAR,electricity.csv,OT,192,96,24,439082547,33,2019-02-20T16:00:00+00:00,2019-02-28T15:00:00+00:00,441832.6552,570.6297,16.8382,75.92
deepAR,electricity.csv,OT,192,96,24,439082547,34,2019-02-21T16:00:00+00:00,2019-03-01T15:00:00+00:00,299361.2696,442.7806,13.2539,76.44
deepAR,electricity.csv,OT,192,96,24,439082547,35,2019-02-22T16:00:00+00:00,2019-03-02T15:00:00+00:00,262023.101,414.4631,11.1243,76.96
deepAR,electricity.csv,OT,192,96,24,439082547,36,2019-02-23T16:00:00+00:00,2019-03-03T15:00:00+00:00,202376.8939,365.9943,9.9064,72.77
deepAR,electricity.csv,OT,192,96,24,439082547,37,2019-02-24T16:00:00+00:00,2019-03-04T15:00:00+00:00,225283.5031,389.8161,10.9965,76.44
deepAR,electricity.csv,OT,192,96,24,439082547,38,2019-02-25T16:00:00+00:00,2019-03-05T15:00:00+00:00,350672.329,503.2286,14.6717,76.96
deepAR,electricity.csv,OT,192,96,24,439082547,39,2019-02-26T16:00:00+00:00,2019-03-06T15:00:00+00:00,656636.6633,719.9362,21.0185,79.06
deepAR,electricity.csv,OT,192,96,24,439082547,40,2019-02-27T16:00:00+00:00,2019-03-07T15:00:00+00:00,723710.5794,772.6446,22.5253,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,41,2019-02-28T16:00:00+00:00,2019-03-08T15:00:00+00:00,496185.0487,594.2858,17.672,75.92
deepAR,electricity.csv,OT,192,96,24,439082547,42,2019-03-01T16:00:00+00:00,2019-03-09T15:00:00+00:00,330008.5836,465.9184,13.6922,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,43,2019-03-02T16:00:00+00:00,2019-03-10T15:00:00+00:00,285949.7481,431.2323,12.9332,70.68
deepAR,electricity.csv,OT,192,96,24,439082547,44,2019-03-03T16:00:00+00:00,2019-03-11T15:00:00+00:00,258549.6088,422.2244,12.5623,70.68
deepAR,electricity.csv,OT,192,96,24,439082547,45,2019-03-04T16:00:00+00:00,2019-03-12T15:00:00+00:00,275686.1149,447.7011,13.3686,71.73
deepAR,electricity.csv,OT,192,96,24,439082547,46,2019-03-05T16:00:00+00:00,2019-03-13T15:00:00+00:00,647831.3926,724.2063,21.6581,74.35
deepAR,electricity.csv,OT,192,96,24,439082547,47,2019-03-06T16:00:00+00:00,2019-03-14T15:00:00+00:00,752901.5672,792.5757,23.8863,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,48,2019-03-07T16:00:00+00:00,2019-03-15T15:00:00+00:00,328448.2296,484.739,15.1148,72.25
deepAR,electricity.csv,OT,192,96,24,439082547,49,2019-03-08T16:00:00+00:00,2019-03-16T15:00:00+00:00,161587.3382,339.3457,10.0583,70.16
deepAR,electricity.csv,OT,192,96,24,439082547,50,2019-03-09T16:00:00+00:00,2019-03-17T15:00:00+00:00,131398.4342,304.2346,9.016,68.06
deepAR,electricity.csv,OT,192,96,24,439082547,51,2019-03-10T16:00:00+00:00,2019-03-18T15:00:00+00:00,96565.8329,250.8404,7.1749,71.73
deepAR,electricity.csv,OT,192,96,24,439082547,52,2019-03-11T16:00:00+00:00,2019-03-19T15:00:00+00:00,121858.3261,292.7238,8.4892,79.06
deepAR,electricity.csv,OT,192,96,24,439082547,53,2019-03-12T16:00:00+00:00,2019-03-20T15:00:00+00:00,203710.0421,385.7405,11.9092,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,54,2019-03-13T16:00:00+00:00,2019-03-21T15:00:00+00:00,510391.6252,634.6873,19.9883,77.49
deepAR,electricity.csv,OT,192,96,24,439082547,55,2019-03-14T16:00:00+00:00,2019-03-22T15:00:00+00:00,148093.9097,332.9072,10.5839,81.15
deepAR,electricity.csv,OT,192,96,24,439082547,56,2019-03-15T16:00:00+00:00,2019-03-23T15:00:00+00:00,188794.9791,378.0988,12.0236,70.68
deepAR,electricity.csv,OT,192,96,24,439082547,57,2019-03-16T16:00:00+00:00,2019-03-24T15:00:00+00:00,118586.4314,291.466,9.1552,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,58,2019-03-17T16:00:00+00:00,2019-03-25T15:00:00+00:00,100990.4022,265.799,8.0864,74.87
deepAR,electricity.csv,OT,192,96,24,439082547,59,2019-03-18T16:00:00+00:00,2019-03-26T15:00:00+00:00,114261.5114,282.8372,8.541,79.06
deepAR,electricity.csv,OT,192,96,24,439082547,60,2019-03-19T16:00:00+00:00,2019-03-27T15:00:00+00:00,146762.0004,331.5195,10.6427,78.01
deepAR,electricity.csv,OT,192,96,24,439082547,61,2019-03-20T16:00:00+00:00,2019-03-28T15:00:00+00:00,248852.8644,435.071,14.1002,75.39
deepAR,electricity.csv,OT,192,96,24,439082547,62,2019-03-21T16:00:00+00:00,2019-03-29T15:00:00+00:00,103615.5933,277.6978,8.5819,78.53
deepAR,electricity.csv,OT,192,96,24,439082547,63,2019-03-22T16:00:00+00:00,2019-03-30T15:00:00+00:00,128621.9237,306.1553,9.29,74.35
deepAR,electricity.csv,OT,192,96,24,439082547,64,2019-03-23T16:00:00+00:00,2019-03-31T15:00:00+00:00,122813.0879,286.176,8.3765,76.96
deepAR,electricity.csv,OT,192,96,24,439082547,65,2019-03-24T16:00:00+00:00,2019-04-01T15:00:00+00:00,139921.8081,294.1923,8.3439,72.25
deepAR,electricity.csv,OT,192,96,24,439082547,66,2019-03-25T16:00:00+00:00,2019-04-02T15:00:00+00:00,184714.7168,333.1934,9.1872,76.96
deepAR,electricity.csv,OT,192,96,24,439082547,67,2019-03-26T16:00:00+00:00,2019-04-03T15:00:00+00:00,193521.6645,365.5706,10.4525,73.82
deepAR,electricity.csv,OT,192,96,24,439082547,68,2019-03-27T16:00:00+00:00,2019-04-04T15:00:00+00:00,229756.6896,421.8835,12.6565,75.92
deepAR,electricity.csv,OT,192,96,24,439082547,69,2019-03-28T16:00:00+00:00,2019-04-05T15:00:00+00:00,218857.4108,384.6943,10.8716,81.68
deepAR,electricity.csv,OT,192,96,24,439082547,70,2019-03-29T16:00:00+00:00,2019-04-06T15:00:00+00:00,310313.2345,448.6626,12.7055,80.1
deepAR,electricity.csv,OT,192,96,24,439082547,71,2019-03-30T16:00:00+00:00,2019-04-07T15:00:00+00:00,255647.8738,397.2939,11.2082,81.68
